,id,codigo,nome,altitude,latitude,longitude,coord_x,coord_y,bacia,distrito,concelho,freguesia,responsavel_aut,responsavel_con,estacao_aut,estacao_con,entrada_con,encerra_con,entrada_aut,encerra_aut,telemetria,estado,est_id,geom
0,792,02G/01U,ABRÃ,169.0,39.416,-8.771,145056.23,272184.29,TEJO,SANTARÉM,SANTARÉM,ABRÃ,Autoridade Nacional da Água,CCDR-LVT,UDOGRÁFICA,UDOMÉTRICA,1931-10-01,,2002-10-06,,NÃO,ATIVA,920685726,"{'type': 'Point', 'coordinates': ['-8.771', '39.416']}"
1,793,17H/01C,ABRANTES,105.0,39.454,-8.102,202682.0,276218.0,TEJO,SANTARÉM,ABRANTES,CONCAVADA,Autoridade Nacional da Água,CCDR-LVT,CLIMATOLÓGICA,CLIMATOLÓGICA,1931-11-01,,2001-02-01,,SIM,ATIVA,920684954,"{'type': 'Point', 'coordinates': ['-8.102', '39.454']}"
2,794,19C/03G,ABRIGADA,84.0,39.142,-9.011,124089.548,241953.115,TEJO,LISBOA,ALENQUER,ABRIGADA,Autoridade Nacional da Água,CCDR-LVT,UDOGRÁFICA,UDOGRÁFICA,1979-10-01,,2004-08-12,,NÃO,ATIVA,920684956,"{'type': 'Point', 'coordinates': ['-9.011', '39.142']}"
3,796,06O/05UG,ADORIGO,458.0,41.146,-7.607,244170.87,464227.791,DOURO,VISEU,TABUAÇO,ADORIGO,nan,CCDR-NORTE,nan,UDOMÉTRICA,1932-10-01,2001-12-31,,,NÃO,EXTINTA,920684960,"{'type': 'Point', 'coordinates': ['-7.607', '41.146']}"
4,797,07L/01U,A-DOS-FRANCOS,62.0,39.320965,-9.04583,121290.59,261839.825,RIBEIRAS DO OESTE,LEIRIA,CALDAS DA RAINHA,A DOS FRANCOS,nan,CCDR-LVT,nan,UDOMÉTRICA,1979-10-01,1983-09-30,,,NÃO,EXTINTA,920752670,"{'type': 'Point', 'coordinates': ['-9.04583', '39.320965']}"
5,798,09L/01UG,ÁGUA LONGA (AGRELA),123.0,41.26,-8.485,170546.0,476808.0,DOURO,PORTO,SANTO TIRSO,AGRELA,Autoridade Nacional da Água,nan,UDOGRÁFICA,nan,,,2006-03-16,,NÃO,ATIVA,920684962,"{'type': 'Point', 'coordinates': ['-8.485', '41.26']}"
6,799,12G/05C,ÁGUAS DE MOURA,17.0,38.582,-8.694,151088.368,179501.401,SADO,SETÚBAL,PALMELA,MARATECA,Autoridade Nacional da Água,CCDR-LVT,UDOGRÁFICA,UDOMÉTRICA,1931-11-26,,2001-01-25,,NÃO,ATIVA,920686062,"{'type': 'Point', 'coordinates': ['-8.694', '38.582']}"
7,801,15F/01UG,ALAGOA,182.0,40.305,-8.183,195800.543,370657.924,MONDEGO,COIMBRA,PENACOVA,SÃO PEDRO DE ALVA,Autoridade Nacional da Água,CCDR-CENTRO,CLIMATOLÓGICA,CLIMATOLÓGICA,1982-07-01,,2001-11-26,,NÃO,ATIVA,920684966,"{'type': 'Point', 'coordinates': ['-8.183', '40.305']}"
8,802,09G/01UG,ÁLAMO,158.0,37.579,-7.687,239364.373,68198.903,GUADIANA,BEJA,MÉRTOLA,ESPÍRITO SANTO,Autoridade Nacional da Água,CCDR-ALENTEJO,UDOGRÁFICA,UDOMÉTRICA,1980-03-05,,2001-02-15,,NÃO,ATIVA,920684968,"{'type': 'Point', 'coordinates': ['-7.687', '37.579']}"
9,803,26J/04UG,ALANDROAL,302.0,38.693,-7.404,263420.797,191939.393,GUADIANA,ÉVORA,ALANDROAL,ALANDROAL (NOSSA SENHORA DA CONCEIÇÃO),Autoridade Nacional da Água,CCDR-ALENTEJO,UDOGRÁFICA,UDOMÉTRICA,1931-09-07,,2001-02-14,,SIM,ATIVA,920684970,"{'type': 'Point', 'coordinates': ['-7.404', '38.693']}"
10,804,30E/03F,ALBERGARIA DOS DOZE,249.0,39.802089,-8.586394,161180.272,314958.17,MONDEGO,LEIRIA,POMBAL,ALBERGARIA DOS DOZE,Autoridade Nacional da Água,CCDR-CENTRO,UDOGRÁFICA,UDOMÉTRICA,1980-07-01,,2003-08-31,,NÃO,ATIVA,920684982,"{'type': 'Point', 'coordinates': ['-8.586394', '39.802089']}"
11,806,23G/01F,ALBERNOA,133.0,37.857,-7.962,215040.615,98919.839,GUADIANA,BEJA,BEJA,ALBERNOA,Autoridade Nacional da Água,CCDR-ALENTEJO,UDOGRÁFICA,UDOMÉTRICA,1979-05-01,,2001-02-07,,NÃO,ATIVA,920684986,"{'type': 'Point', 'coordinates': ['-7.962', '37.857']}"
12,807,28G/01F,ALBUFEIRA DA BRAVURA,75.0,37.204,-8.7,149671.0,26586.0,RIBEIRAS DO ALGARVE,FARO,LAGOS,BENSAFRIM,Autoridade Nacional da Água,nan,CLIMATOLÓGICA FLUTUANTE,nan,,,2001-04-04,2017-10-22,NÃO,DESATIVADA,920684976,"{'type': 'Point', 'coordinates': ['-8.7', '37.204']}"
13,808,24L/02F,ALBUFEIRA DE ODELEITE,41.0,37.327,-7.488,257141.0,40280.0,GUADIANA,FARO,CASTRO MARIM,ODELEITE,Autoridade Nacional da Água,nan,CLIMATOLÓGICA FLUTUANTE,nan,,,2001-04-06,2018-03-28,NÃO,DESATIVADA,920684980,"{'type': 'Point', 'coordinates': ['-7.488', '37.327']}"
14,809,22M/05F,ALBUFEIRA DE PEGO DO ALTAR,48.0,38.41778,-8.390561,177514.0,161207.0,SADO,SETÚBAL,ALCÁCER DO SAL,ALCÁCER DO SAL (SANTIAGO),Autoridade Nacional da Água,nan,CLIMATOLÓGICA FLUTUANTE,nan,,,2001-03-28,2017-05-22,NÃO,DESATIVADA,920686106,"{'type': 'Point', 'coordinates': ['-8.390561', '38.41778']}"
15,811,24J/02F,ALBUFEIRA DO ALQUEVA,79.0,38.22317,-7.45971,258965.0,139786.0,GUADIANA,BEJA,MOURA,MOURA (SÃO JOÃO BAPTISTA),Autoridade Nacional da Água,nan,CLIMATOLÓGICA FLUTUANTE,nan,,,2002-07-19,2018-06-20,NÃO,DESATIVADA,920684974,"{'type': 'Point', 'coordinates': ['-7.45971', '38.22317']}"
16,812,19O/02F,ALBUFEIRA DO ALQUEVA (MOURÃO),103.0,38.39636,-7.38717,265163.0,159060.0,GUADIANA,ÉVORA,ALANDROAL,SANTIAGO MAIOR,Autoridade Nacional da Água,nan,CLIMATOLÓGICA FLUTUANTE,nan,,,2002-09-26,2018-06-20,NÃO,DESATIVADA,920684972,"{'type': 'Point', 'coordinates': ['-7.38717', '38.39636']}"
17,814,26I/02F,ALBUFEIRA DO ALVITO,195.0,38.282,-7.913,219249.0,146172.0,SADO,BEJA,CUBA,VILA RUIVA,Autoridade Nacional da Água,nan,CLIMATOLÓGICA FLUTUANTE,nan,,,2001-03-29,2018-06-21,NÃO,DESATIVADA,920685750,"{'type': 'Point', 'coordinates': ['-7.913', '38.282']}"
18,816,14M/01UG,ALBUFEIRA DO MARANHÃO,136.0,39.014,-7.973,213827.0,227340.0,TEJO,PORTALEGRE,AVIS,MARANHÃO,Autoridade Nacional da Água,nan,CLIMATOLÓGICA FLUTUANTE,nan,,,2001-04-01,2018-05-01,NÃO,DESATIVADA,920686166,"{'type': 'Point', 'coordinates': ['-7.973', '39.014']}"
19,817,17E/01U,ALBUFEIRA DO ROXO,135.0,37.928975,-8.079641,204698.0,106919.0,SADO,BEJA,ALJUSTREL,ERVIDEL,Autoridade Nacional da Água,nan,CLIMATOLÓGICA FLUTUANTE,nan,,,2001-04-01,2018-06-20,NÃO,DESATIVADA,920686108,"{'type': 'Point', 'coordinates': ['-8.079641', '37.928975']}"
20,818,17F/02CU,ALCÁÇOVAS,218.0,38.390412,-8.151349,198404.29,158137.554,SADO,ÉVORA,VIANA DO ALENTEJO,ALCÁÇOVAS,Autoridade Nacional da Água,CCDR-ALENTEJO,CLIMATOLÓGICA,CLIMATOLÓGICA,1931-11-14,,2001-03-09,,SIM,ATIVA,920684988,"{'type': 'Point', 'coordinates': ['-8.151349', '38.390412']}"
21,819,12L/04UG,ALCAFOZES,342.0,39.948781,-7.134712,285322.32,331623.161,TEJO,CASTELO BRANCO,IDANHA-A-NOVA,ALCAFOZES,nan,CCDR-CENTRO,nan,UDOMÉTRICA,1910-10-01,1984-10-31,,,NÃO,EXTINTA,920752556,"{'type': 'Point', 'coordinates': ['-7.134712', '39.948781']}"
22,821,28J/01G,ALCANEDE,86.0,39.415414,-8.818053,141012.913,272152.218,TEJO,SANTARÉM,SANTARÉM,ALCANEDE,nan,CCDR-LVT,nan,UDOMÉTRICA,1941-01-15,1985-09-30,,,NÃO,EXTINTA,920752450,"{'type': 'Point', 'coordinates': ['-8.818053', '39.415414']}"
23,822,17D/05U,ALCANENA,79.0,39.459028,-8.663052,154389.995,276904.469,TEJO,SANTARÉM,ALCANENA,ALCANENA,Autoridade Nacional da Água,CCDR-LVT,UDOGRÁFICA,CLIMATOLÓGICA,1979-10-01,1985-09-30,2015-09-01,,SIM,ATIVA,920752452,"{'type': 'Point', 'coordinates': ['-8.663052', '39.459028']}"
24,813,19J/04F,ALBUFEIRA DO ALQUEVA ILHA (EDIA),,38.205,-7.501,255340.0,137772.0,GUADIANA,BEJA,MOURA,MOURA (SÃO JOÃO BAPTISTA),EDIA,nan,CLIMATOLÓGICA,nan,,,2006-04-20,,NÃO,ATIVA,1695334948,"{'type': 'Point', 'coordinates': ['-7.501', '38.205']}"
25,824,18D/03C,ALCARIA (CASTRO MARIM),34.0,37.191,-7.512,255156.241,25155.555,GUADIANA,FARO,CASTRO MARIM,ALTURA,Autoridade Nacional da Água,CCDR-ALGARVE,UDOGRÁFICA,UDOMÉTRICA,1946-04-01,,2001-02-15,,NÃO,ATIVA,920684994,"{'type': 'Point', 'coordinates': ['-7.512', '37.191']}"
26,825,17F/03G,ALCARIA LONGA,173.0,37.561,-7.862,223936.292,66105.13,GUADIANA,BEJA,MÉRTOLA,SÃO MIGUEL DO PINHEIRO,Autoridade Nacional da Água,CCDR-ALENTEJO,UDOGRÁFICA,UDOGRÁFICA,1949-10-01,,2001-02-08,,NÃO,ATIVA,920684996,"{'type': 'Point', 'coordinates': ['-7.862', '37.561']}"
27,826,29M/01UG,ALCOBERTAS,124.0,39.420969,-8.900832,133889.27,272826.377,TEJO,SANTARÉM,RIO MAIOR,ALCOBERTAS,nan,CCDR-LVT,nan,UDOMÉTRICA,1980-10-01,1983-09-30,,,NÃO,EXTINTA,920752620,"{'type': 'Point', 'coordinates': ['-8.900832', '39.420969']}"
28,828,18K/02UG,ALCOENTRE,69.0,39.213,-8.96,128587.0,249748.0,TEJO,LISBOA,AZAMBUJA,ALCOENTRE,Autoridade Nacional da Água,CCDR-LVT,CLIMATOLÓGICA,CLIMATOLÓGICA,1979-10-01,,2001-11-28,,NÃO,ATIVA,920685000,"{'type': 'Point', 'coordinates': ['-8.96', '39.213']}"
29,829,11P/01UG,ALCOROCHEL,90.0,39.418,-8.584,161133.109,272334.088,TEJO,SANTARÉM,TORRES NOVAS,ALCOROCHEL,nan,CCDR-LVT,nan,UDOGRÁFICA,1979-10-01,2002-09-30,,,NÃO,EXTINTA,920685002,"{'type': 'Point', 'coordinates': ['-8.584', '39.418']}"
30,830,28H/01G,ALCOUTIM,32.0,37.46541,-7.472151,258469.809,55670.289,GUADIANA,FARO,ALCOUTIM,ALCOUTIM,Autoridade Nacional da Água,CCDR-ALGARVE,UDOGRÁFICA,UDOMÉTRICA,1938-03-11,,2001-02-14,,NÃO,ATIVA,920685004,"{'type': 'Point', 'coordinates': ['-7.472151', '37.46541']}"
31,832,18N/02G,ALDEIA DA PONTE,814.0,40.413,-6.869,307283.151,383454.535,DOURO,GUARDA,SABUGAL,ALDEIA DA PONTE,Autoridade Nacional da Água,CCDR-CENTRO,UDOGRÁFICA,UDOMÉTRICA,1956-08-15,2000-12-31,2016-04-28,,NÃO,ATIVA,920685008,"{'type': 'Point', 'coordinates': ['-6.869', '40.413']}"
32,833,19C/10U,ALDEIA DE PALHEIROS,210.0,37.606644,-8.254067,189316.7726,71143.1852,MIRA,BEJA,OURIQUE,OURIQUE,Autoridade Nacional da Água,CCDR-ALENTEJO,UDOGRÁFICA,UDOGRÁFICA,1931-09-01,,2001-02-01,,NÃO,ATIVA,920685010,"{'type': 'Point', 'coordinates': ['-8.254067', '37.606644']}"
33,834,16C/02G,ALDEIA NOVA DE SÃO BENTO,233.0,37.943472,-7.409939,263564.656,108772.714,GUADIANA,BEJA,SERPA,ALDEIA NOVA DE SÃO BENTO,nan,CCDR-ALENTEJO,nan,UDOGRÁFICA,1930-10-01,1974-09-30,,,NÃO,EXTINTA,920752644,"{'type': 'Point', 'coordinates': ['-7.409939', '37.943472']}"
34,835,30G/01UG,ALEGRETE,449.0,39.238358,-7.321887,270037.0,252583.0,GUADIANA,PORTALEGRE,PORTALEGRE,ALEGRETE,Autoridade Nacional da Água,CCDR-ALENTEJO,UDOGRÁFICA,UDOGRÁFICA,1980-03-10,,2001-02-22,,NÃO,ATIVA,920685012,"{'type': 'Point', 'coordinates': ['-7.321887', '39.238358']}"
35,836,05P/04UG,ALENQUER,34.0,39.058,-9.012,123930.825,232667.067,TEJO,LISBOA,ALENQUER,ALENQUER (TRIANA),nan,CCDR-LVT,nan,UDOMÉTRICA,1979-10-01,2002-09-30,,,NÃO,EXTINTA,920752464,"{'type': 'Point', 'coordinates': ['-9.012', '39.058']}"
36,838,27K/01UG,ALFEIZERÃO,13.0,39.498,-9.096,117165.0,281559.0,RIBEIRAS DO OESTE,LEIRIA,ALCOBAÇA,ALFEIZERÃO,Autoridade Nacional da Água,CCDR-LVT,UDOGRÁFICA,UDOGRÁFICA,1948-02-06,,2001-10-03,,NÃO,ATIVA,920685016,"{'type': 'Point', 'coordinates': ['-9.096', '39.498']}"
37,839,31H/02C,ALFERCE,325.0,37.333265,-8.49058,168318.3015,40862.4891,ARADE,FARO,MONCHIQUE,ALFERCE,Autoridade Nacional da Água,CCDR-ALGARVE,UDOGRÁFICA,UDOMÉTRICA,1958-08-19,,2001-02-01,,NÃO,ATIVA,920685018,"{'type': 'Point', 'coordinates': ['-8.49058', '37.333265']}"
38,840,21B/06G,ALGERIZ,146.0,41.596283,-8.375613,179784.363,514131.727,CÁVADO/RIBEIRAS COSTEIRAS,BRAGA,BRAGA,SANTA LUCRÉCIA DE ALGERIZ,Autoridade Nacional da Água,CCDR-NORTE,UDOGRÁFICA,UDOMÉTRICA,1979-10-01,,2007-02-15,2015-05-28,NÃO,DESATIVADA,920685020,"{'type': 'Point', 'coordinates': ['-8.375613', '41.596283']}"
39,841,12F/04U,ALGÉS,5.0,38.699,-9.235,104165.594,192940.682,TEJO,LISBOA,OEIRAS,ALGÉS,nan,CCDR-LVT,nan,UDOGRÁFICA,1942-08-01,1954-09-30,,,NÃO,EXTINTA,920752486,"{'type': 'Point', 'coordinates': ['-9.235', '38.699']}"
40,843,16D/01UG,ALGOZ,85.0,37.139,-8.298,185336.0,19240.0,RIBEIRAS DO ALGARVE,FARO,ALBUFEIRA,GUIA,Autoridade Nacional da Água,CCDR-ALGARVE,CLIMATOLÓGICA,CLIMATOLÓGICA,1979-10-01,,2001-02-01,,NÃO,ATIVA,920685024,"{'type': 'Point', 'coordinates': ['-8.298', '37.139']}"
41,844,26I/03UG,ALHASTROS (CARAPINHEIRA),40.0,40.02,-8.63,157581.0,339174.0,MONDEGO,COIMBRA,SOURE,SOURE,nan,CCDR-CENTRO,nan,UDOMÉTRICA,1990-09-14,1992-09-30,,,NÃO,EXTINTA,920752622,"{'type': 'Point', 'coordinates': ['-8.63', '40.02']}"
42,845,14K/01U,ALJEZUR,7.0,37.325,-8.802,140743.0,40142.0,RIBEIRAS DO ALGARVE,FARO,ALJEZUR,ALJEZUR,Autoridade Nacional da Água,CCDR-ALGARVE,UDOGRÁFICA,UDOMÉTRICA,1931-10-08,,2001-07-03,,NÃO,ATIVA,920686064,"{'type': 'Point', 'coordinates': ['-8.802', '37.325']}"
43,847,09P/02UG,ALJUSTREL,193.0,37.868,-8.167,197000.039,100108.983,SADO,BEJA,ALJUSTREL,ALJUSTREL,Autoridade Nacional da Água,CCDR-ALENTEJO,UDOGRÁFICA,UDOMÉTRICA,1931-11-13,,2001-02-07,,NÃO,SUSPENSA,920685028,"{'type': 'Point', 'coordinates': ['-8.167', '37.868']}"
44,848,10O/02UG,ALMAÇA,116.0,40.338,-8.225,192167.639,374423.92,MONDEGO,VISEU,MORTÁGUA,ALMAÇA,Autoridade Nacional da Água,CCDR-CENTRO,UDOGRÁFICA,UDOMÉTRICA,1959-02-10,,2001-09-27,,NÃO,ATIVA,920685030,"{'type': 'Point', 'coordinates': ['-8.225', '40.338']}"
45,849,18F/01UG,ALMACEDA,455.0,39.998773,-7.684721,238290.914,336793.625,TEJO,CASTELO BRANCO,CASTELO BRANCO,ALMACEDA,nan,CCDR-CENTRO,nan,UDOMÉTRICA,1940-10-01,1976-09-30,,,NÃO,EXTINTA,920752610,"{'type': 'Point', 'coordinates': ['-7.684721', '39.998773']}"
46,850,07O/04U,ALMEIDA,742.0,40.724,-6.906,303665.217,417990.719,DOURO,GUARDA,ALMEIDA,ALMEIDA,Autoridade Nacional da Água,CCDR-CENTRO,UDOGRÁFICA,UDOMÉTRICA,1933-03-01,,2001-10-09,,NÃO,ATIVA,920685032,"{'type': 'Point', 'coordinates': ['-6.906', '40.724']}"
47,851,28I/01UG,ALMEIDINHA,871.0,40.594,-7.129,284961.619,403252.385,DOURO,GUARDA,GUARDA,JARMELO (SÃO PEDRO),Autoridade Nacional da Água,CCDR-CENTRO,UDOGRÁFICA,UDOMÉTRICA,1959-09-26,,2003-10-31,,SIM,ATIVA,920685034,"{'type': 'Point', 'coordinates': ['-7.129', '40.594']}"
48,853,17L/03UG,ALMENDRA,424.0,40.999,-7.068,289611.662,448290.917,DOURO,GUARDA,VILA NOVA DE FOZ CÔA,ALMENDRA,nan,CCDR-NORTE,nan,UDOMÉTRICA,1936-10-01,1961-09-30,,,NÃO,EXTINTA,920752604,"{'type': 'Point', 'coordinates': ['-7.068', '40.999']}"
49,854,18L/01UG,ALMODÔVAR,286.0,37.511712,-8.0656894,205953.4762,60592.1751,GUADIANA,BEJA,ALMODÔVAR,ALMODÔVAR,Autoridade Nacional da Água,CCDR-ALENTEJO,UDOGRÁFICA,UDOMÉTRICA,1931-10-01,,2001-02-07,,NÃO,ATIVA,920685038,"{'type': 'Point', 'coordinates': ['-8.0656894', '37.511712']}"
50,855,13K/05UG,ALMOSTER,222.0,39.832092,-8.434727,174180.487,318234.478,TEJO,LEIRIA,ALVAIÁZERE,ALVAIÁZERE,nan,CCDR-CENTRO,nan,UDOMÉTRICA,1980-10-01,1983-09-30,,,NÃO,EXTINTA,920752520,"{'type': 'Point', 'coordinates': ['-8.434727', '39.832092']}"
51,858,15G/04U,ALTO DA FOZ DO GIRALDO,702.0,39.996,-7.716,235635.505,336472.245,TEJO,CASTELO BRANCO,OLEIROS,SARNADAS DE SÃO SIMÃO,Autoridade Nacional da Água,CCDR-CENTRO,UDOGRÁFICA,UDOMÉTRICA,1979-12-01,,2001-10-23,,NÃO,ATIVA,920685044,"{'type': 'Point', 'coordinates': ['-7.716', '39.996']}"
52,859,24J/02UG,ALTURAS DO BARROSO,1068.0,41.700183,-7.823665,225760.782,525688.834,DOURO,VILA REAL,BOTICAS,ALTURAS DO BARROSO,Autoridade Nacional da Água,CCDR-NORTE,UDOGRÁFICA,UDOMÉTRICA,1945-10-01,,2006-06-08,,NÃO,ATIVA,920685046,"{'type': 'Point', 'coordinates': ['-7.823665', '41.700183']}"
53,860,17C/06G,ALVAIÁZERE,335.0,39.827,-8.381,178815.914,317665.131,TEJO,LEIRIA,ALVAIÁZERE,ALVAIÁZERE,Autoridade Nacional da Água,CCDR-CENTRO,UDOGRÁFICA,UDOMÉTRICA,1931-11-01,,2001-10-12,,SIM,ATIVA,920685048,"{'type': 'Point', 'coordinates': ['-8.381', '39.827']}"
54,861,06I/01G,ALVIOBEIRA,265.0,39.702647,-8.353611,181088.733,303841.7,TEJO,SANTARÉM,FERREIRA DO ZÊZERE,AREIAS,nan,CCDR-LVT,nan,UDOMÉTRICA,1979-10-01,1985-09-30,,,NÃO,EXTINTA,920752412,"{'type': 'Point', 'coordinates': ['-8.353611', '39.702647']}"
55,862,24N/01UG,ALVITO,205.0,38.255335,-7.989608,212558.0,143153.0,SADO,BEJA,ALVITO,ALVITO,Autoridade Nacional da Água,CCDR-ALENTEJO,UDOGRÁFICA,UDOMÉTRICA,1940-07-14,,2001-05-09,,NÃO,ATIVA,920686144,"{'type': 'Point', 'coordinates': ['-7.989608', '38.255335']}"
56,864,16I/01U,AMARANTE,146.0,41.264062,-8.069487,205333.665,477207.296,DOURO,PORTO,AMARANTE,CEPELOS,Autoridade Nacional da Água,CCDR-NORTE,UDOGRÁFICA,UDOGRÁFICA,1915-07-01,,2006-03-14,,SIM,ATIVA,920685052,"{'type': 'Point', 'coordinates': ['-8.069487', '41.264062']}"
57,865,14G/01C,AMARELEJA,204.0,38.210145,-7.229388,279148.044,138512.298,GUADIANA,BEJA,MOURA,AMARELEJA,Autoridade Nacional da Água,CCDR-ALENTEJO,UDOGRÁFICA,UDOMÉTRICA,1931-09-01,,2001-02-13,,NÃO,ATIVA,920685054,"{'type': 'Point', 'coordinates': ['-7.229388', '38.210145']}"
58,866,31J/03U,AMÊNDOA,317.0,39.649,-8.085,204153.299,297836.42,TEJO,CASTELO BRANCO,VILA DE REI,VILA DE REI,nan,EDP,nan,UDOMÉTRICA,1950-10-01,1999-12-01,,,NÃO,EXTINTA,920752434,"{'type': 'Point', 'coordinates': ['-8.085', '39.649']}"
59,867,05H/03UG,AMIEIRA,195.0,38.279308,-7.560505,250100.167,145958.867,GUADIANA,ÉVORA,PORTEL,AMIEIRA,nan,CCDR-ALENTEJO,nan,CLIMATOLÓGICA,1951-09-01,2001-01-31,,,NÃO,EXTINTA,920752494,"{'type': 'Point', 'coordinates': ['-7.560505', '38.279308']}"
60,869,07L/11U,ARABIA,1.0,37.015,-7.951,216174.665,5537.453,RIBEIRAS DO ALGARVE,FARO,FARO,MONTENEGRO,nan,CCDR-ALGARVE,nan,UDOMÉTRICA,1979-10-01,1985-09-30,,,NÃO,EXTINTA,920752544,"{'type': 'Point', 'coordinates': ['-7.951', '37.015']}"
61,870,02E/03UG,ARADA,196.0,41.381,-8.224,192427.809,490166.501,AVE,PORTO,FELGUEIRAS,POMBEIRO DE RIBAVIZELA,Autoridade Nacional da Água,CCDR-NORTE,UDOGRÁFICA,UDOMÉTRICA,1931-10-01,,2006-05-25,,NÃO,ATIVA,920685056,"{'type': 'Point', 'coordinates': ['-8.224', '41.381']}"
62,871,12H/03U,ARANHAS,489.0,40.109894,-7.118605,286495.285,349528.595,TEJO,CASTELO BRANCO,PENAMACOR,ARANHAS,Autoridade Nacional da Água,CCDR-CENTRO,UDOGRÁFICA,UDOMÉTRICA,1980-10-01,,2001-11-23,,NÃO,ATIVA,920685058,"{'type': 'Point', 'coordinates': ['-7.118605', '40.109894']}"
63,872,04R/01UG,ARCOS,778.0,41.049,-7.571,247248.845,453449.186,DOURO,VISEU,TABUAÇO,ARCOS,nan,CCDR-NORTE,nan,UDOMÉTRICA,1982-10-01,2003-04-30,,,NÃO,EXTINTA,920685060,"{'type': 'Point', 'coordinates': ['-7.571', '41.049']}"
64,874,05J/03G,ARGANIL,199.0,40.21,-8.052,206885.735,360203.499,MONDEGO,COIMBRA,ARGANIL,ARGANIL,nan,CCDR-CENTRO,nan,UDOMÉTRICA,1979-10-01,1997-09-30,,,NÃO,EXTINTA,920685980,"{'type': 'Point', 'coordinates': ['-8.052', '40.21']}"
65,875,19G/03C,ARGOZELO,685.0,41.638,-6.601,327693.243,519867.231,DOURO,BRAGANÇA,VIMIOSO,ARGOZELO,Autoridade Nacional da Água,CCDR-NORTE,UDOGRÁFICA,UDOMÉTRICA,1932-01-01,,2003-02-26,,SIM,ATIVA,920685064,"{'type': 'Point', 'coordinates': ['-6.601', '41.638']}"
66,876,08H/01UG,ARIZ,807.0,40.911,-7.653,240466.778,438137.826,DOURO,VISEU,MOIMENTA DA BEIRA,ARIZ,nan,CCDR-NORTE,nan,UDOMÉTRICA,1944-05-20,1985-09-30,,,NÃO,EXTINTA,920752684,"{'type': 'Point', 'coordinates': ['-7.653', '40.911']}"
67,877,21J/02UG,ARJUIZ,414.0,41.349,-7.894,219972.749,486642.382,DOURO,VILA REAL,MONDIM DE BASTO,ERMELO,nan,CCDR-NORTE,nan,UDOGRÁFICA,1960-10-01,1995-12-01,,,NÃO,EXTINTA,920752344,"{'type': 'Point', 'coordinates': ['-7.894', '41.349']}"
68,878,20C/03G,ARNEIRO DA VOLTA,76.0,39.143,-8.496,168665.786,241737.303,TEJO,SANTARÉM,ALMEIRIM,RAPOSA,nan,CCDR-LVT,nan,CLIMATOLÓGICA,1980-10-01,2002-09-30,,,NÃO,EXTINTA,920752470,"{'type': 'Point', 'coordinates': ['-8.496', '39.143']}"
69,880,19N/01UG,ARRAIOLOS,209.0,38.772,-8.001,211450.0,200508.0,TEJO,ÉVORA,ARRAIOLOS,ARRAIOLOS,Autoridade Nacional da Água,CCDR-ALENTEJO,UDOGRÁFICA,UDOMÉTRICA,1931-11-01,,2001-11-20,,NÃO,ATIVA,920685068,"{'type': 'Point', 'coordinates': ['-8.001', '38.772']}"
70,881,20C/02G,ARRANHÓ,204.0,38.952,-9.137,112953.0,220951.0,TEJO,LISBOA,ARRUDA DOS VINHOS,ARRANHÓ,Autoridade Nacional da Água,CCDR-LVT,UDOGRÁFICA,UDOGRÁFICA,1979-10-01,,2004-08-11,,SIM,ATIVA,920685070,"{'type': 'Point', 'coordinates': ['-9.137', '38.952']}"
71,882,03D/02U,ARRIMAL,322.0,39.492389,-8.876833,136021.365,280738.585,TEJO,LEIRIA,PORTO DE MÓS,ARRIMAL,Autoridade Nacional da Água,CCDR-CENTRO,UDOGRÁFICA,UDOMÉTRICA,1979-10-01,,2001-11-13,2017-06-12,NÃO,DESATIVADA,920685982,"{'type': 'Point', 'coordinates': ['-8.876833', '39.492389']}"
72,884,04S/01UG,ARRUDA DOS VINHOS,93.0,38.989572,-9.076099,118297.441,225074.559,TEJO,LISBOA,ARRUDA DOS VINHOS,ARRUDA DOS VINHOS,nan,CCDR-LVT,nan,UDOGRÁFICA,1979-10-01,1983-09-30,,,NÃO,EXTINTA,920752628,"{'type': 'Point', 'coordinates': ['-9.076099', '38.989572']}"
73,885,02G/11UG,ASPRA,36.0,41.801,-8.841,141178.367,537052.81,ÂNCORA,VIANA DO CASTELO,CAMINHA,ÂNCORA,nan,CCDR-NORTE,nan,UDOMÉTRICA,1979-10-01,2002-08-31,,,NÃO,EXTINTA,920685074,"{'type': 'Point', 'coordinates': ['-8.841', '41.801']}"
74,886,19J/03UG,ASSEICEIRA,82.0,39.294,-8.931,131181.527,258754.549,TEJO,SANTARÉM,RIO MAIOR,ASSEICEIRA,Autoridade Nacional da Água,CCDR-LVT,CLIMATOLÓGICA,CLIMATOLÓGICA,1979-10-01,,2001-11-29,,NÃO,ATIVA,920685076,"{'type': 'Point', 'coordinates': ['-8.931', '39.294']}"
75,887,21K/01UG,AVELANOSO,713.0,41.655,-6.426,342213.387,522084.722,DOURO,BRAGANÇA,VIMIOSO,AVELANOSO,Autoridade Nacional da Água,CCDR-NORTE,UDOGRÁFICA,UDOMÉTRICA,1932-01-01,,2003-02-27,,NÃO,ATIVA,920685078,"{'type': 'Point', 'coordinates': ['-6.426', '41.655']}"
