,id,codigo,nome,altitude,latitude,longitude,coord_x,coord_y,bacia,distrito,concelho,freguesia,responsavel_aut,responsavel_con,estacao_aut,estacao_con,entrada_con,encerra_con,entrada_aut,encerra_aut,telemetria,estado,est_id,geom
586,1555,16F/05U,VILA DE REI,418.0,39.673761,-8.149996,198550.863,300611.142,TEJO,CASTELO BRANCO,VILA DE REI,VILA DE REI,Autoridade Nacional da Água,CCDR-CENTRO,UDOGRÁFICA,UDOMÉTRICA,1948-10-01,,2001-10-24,,NÃO,ATIVA,920685940,"{'type': 'Point', 'coordinates': ['-8.149996', '39.673761']}"
587,1556,08K/02G,VILA FRANCA,476.0,41.865,-8.485,170804.45,544059.553,LIMA,VIANA DO CASTELO,ARCOS DE VALDEVEZ,RIO FRIO,nan,CCDR-NORTE,nan,UDOMÉTRICA,1940-10-01,1960-09-30,,,NÃO,EXTINTA,920752582,"{'type': 'Point', 'coordinates': ['-8.485', '41.865']}"
588,1558,18D/04U,VILA NOGUEIRA DE AZEITÃO,126.0,38.516,-9.013,123280.212,172472.153,TEJO,SETÚBAL,SETÚBAL,SÃO LOURENÇO,Autoridade Nacional da Água,CCDR-LVT,UDOGRÁFICA,UDOMÉTRICA,1931-10-27,,2000-12-13,,SIM,ATIVA,920685944,"{'type': 'Point', 'coordinates': ['-9.013', '38.516']}"
589,1559,09M/01UG,VILA NOVA DE CERVEIRA,102.0,41.939,-8.737,149920.614,552352.25,MINHO,VIANA DO CASTELO,VILA NOVA DE CERVEIRA,VILA NOVA DE CERVEIRA,Autoridade Nacional da Água,CCDR-NORTE,CLIMATOLÓGICA,UDOGRÁFICA,1979-10-01,,2003-03-25,,NÃO,ATIVA,920685946,"{'type': 'Point', 'coordinates': ['-8.737', '41.939']}"
590,1560,05L/01UG,VILA NOVA DE OURÉM,194.0,39.648754,-8.584723,161237.406,297932.493,TEJO,SANTARÉM,OURÉM,NOSSA SENHORA DAS MISERICÓRDIAS,nan,CCDR-LVT,nan,UDOMÉTRICA,1980-10-01,1995-09-01,,,NÃO,EXTINTA,920752430,"{'type': 'Point', 'coordinates': ['-8.584723', '39.648754']}"
591,1561,07L/04UG,VILA NOVA DE PAIVA,790.0,40.852,-7.729,234061.653,431472.816,DOURO,VISEU,VILA NOVA DE PAIVA,VILA NOVA DE PAIVA,nan,CCDR-CENTRO,nan,UDOGRÁFICA,1943-10-01,1996-06-30,,,NÃO,EXTINTA,920686054,"{'type': 'Point', 'coordinates': ['-7.729', '40.852']}"
592,1563,26N/01U,VILA NOVA DE SÃO PEDRO,59.0,39.215412,-8.834714,139405.465,249958.138,TEJO,LISBOA,AZAMBUJA,VILA NOVA DE SÃO PEDRO,nan,CCDR-LVT,nan,UDOMÉTRICA,1980-10-01,1983-09-30,,,NÃO,EXTINTA,920752332,"{'type': 'Point', 'coordinates': ['-8.834714', '39.215412']}"
593,1564,21M/01UG,VILA NOVINHA,713.0,40.799,-7.418,260344.358,425779.4,DOURO,GUARDA,TRANCOSO,RIO DE MEL,Autoridade Nacional da Água,CCDR-CENTRO,UDOGRÁFICA,UDOMÉTRICA,1947-10-01,1995-09-30,2016-04-01,,NÃO,ATIVA,920685948,"{'type': 'Point', 'coordinates': ['-7.418', '40.799']}"
594,1565,10I/02UG,VILA POUCA DE AGUIAR,843.0,41.498055,-7.635999,241511.0,503312.0,DOURO,VILA REAL,VILA POUCA DE AGUIAR,VILA POUCA DE AGUIAR,Autoridade Nacional da Água,CCDR-NORTE,UDOGRÁFICA,UDOMÉTRICA,1912-10-01,,2003-05-20,,NÃO,ATIVA,920685950,"{'type': 'Point', 'coordinates': ['-7.635999', '41.498055']}"
595,1566,04I/04UG,VILA SECA,558.0,41.121,-7.663,239451.766,461455.04,DOURO,VISEU,ARMAMAR,VILA SECA,Autoridade Nacional da Água,CCDR-NORTE,UDOGRÁFICA,UDOMÉTRICA,1982-10-01,2002-04-30,2016-04-01,2017-08-15,NÃO,DESATIVADA,920685952,"{'type': 'Point', 'coordinates': ['-7.663', '41.121']}"
596,1568,10Q/01UG,VILA VERDE DE FICALHO,188.0,37.932085,-7.284659,274588.566,107601.468,GUADIANA,BEJA,SERPA,VILA VERDE DE FICALHO,nan,CCDR-ALENTEJO,nan,UDOMÉTRICA,1979-10-01,1985-09-30,,,NÃO,EXTINTA,920752504,"{'type': 'Point', 'coordinates': ['-7.284659', '37.932085']}"
597,1569,04G/05UG,VILA VIÇOSA,417.0,38.78515,-7.420516,261914.926,202197.043,GUADIANA,ÉVORA,VILA VIÇOSA,VILA VIÇOSA (CONCEIÇÃO),Autoridade Nacional da Água,CCDR-ALENTEJO,UDOGRÁFICA,UDOMÉTRICA,1931-09-01,,2001-01-09,,SIM,ATIVA,920685956,"{'type': 'Point', 'coordinates': ['-7.420516', '38.78515']}"
598,1570,17C/02UG,VILAÇA,140.0,41.512,-8.483,170783.573,504752.519,AVE,BRAGA,BRAGA,TADIM,Autoridade Nacional da Água,CCDR-NORTE,UDOGRÁFICA,UDOMÉTRICA,1980-05-01,,2003-05-26,,NÃO,ATIVA,920686056,"{'type': 'Point', 'coordinates': ['-8.483', '41.512']}"
599,1571,18B/04UG,VILAR DE BESTEIROS,348.0,40.576,-8.08,204519.691,400825.573,MONDEGO,VISEU,TONDELA,VILAR DE BESTEIROS,Autoridade Nacional da Água,CCDR-CENTRO,UDOGRÁFICA,UDOMÉTRICA,1979-10-01,,2001-10-22,,NÃO,ATIVA,920685960,"{'type': 'Point', 'coordinates': ['-8.08', '40.576']}"
600,791,18C/02U,ABEDIM,440.0,41.983,-8.501,169476.206,557024.073,MINHO,VIANA DO CASTELO,MONÇÃO,ABEDIM,nan,CCDR-NORTE,nan,UDOMÉTRICA,1932-01-01,1960-11-01,,,NÃO,EXTINTA,920752570,"{'type': 'Point', 'coordinates': ['-8.501', '41.983']}"
601,795,17E/02UG,ADEGANHA,508.0,41.265468,-7.051418,290645.907,477924.666,DOURO,BRAGANÇA,TORRE DE MONCORVO,ADEGANHA,Autoridade Nacional da Água,CCDR-NORTE,UDOGRÁFICA,UDOMÉTRICA,1979-10-01,,2003-02-19,,NÃO,ATIVA,920684958,"{'type': 'Point', 'coordinates': ['-7.051418', '41.265468']}"
602,800,21M/02UG,AGUIAR DA BEIRA,776.0,40.82,-7.54,250004.0,428058.0,MONDEGO,GUARDA,AGUIAR DA BEIRA,AGUIAR DA BEIRA,Autoridade Nacional da Água,CCDR-CENTRO,UDOGRÁFICA,UDOMÉTRICA,1931-09-01,,2001-09-25,,NÃO,ATIVA,920684964,"{'type': 'Point', 'coordinates': ['-7.54', '40.82']}"
603,805,30M/05F,ALBERGARIA-A-VELHA,131.0,40.698,-8.482,170492.293,414455.277,VOUGA/RIBEIRAS COSTEIRAS,AVEIRO,ALBERGARIA-A-VELHA,ALBERGARIA-A-VELHA,Autoridade Nacional da Água,CCDR-CENTRO,UDOGRÁFICA,UDOMÉTRICA,1930-10-01,,2001-11-01,,SIM,ATIVA,920684984,"{'type': 'Point', 'coordinates': ['-8.482', '40.698']}"
604,810,24L/03C,ALBUFEIRA DE SANTA CLARA,129.0,37.515613,-8.441912,172696.0,61083.0,MIRA,BEJA,ODEMIRA,SANTA CLARA-A-VELHA,Autoridade Nacional da Água,nan,CLIMATOLÓGICA FLUTUANTE,nan,,,2001-04-05,2017-07-19,NÃO,DESATIVADA,920685748,"{'type': 'Point', 'coordinates': ['-8.441912', '37.515613']}"
605,815,14O/02U,ALBUFEIRA DO CAIA,221.0,39.006,-7.148,285323.0,226895.0,GUADIANA,PORTALEGRE,CAMPO MAIOR,SÃO JOÃO BAPTISTA,Autoridade Nacional da Água,nan,CLIMATOLÓGICA FLUTUANTE,nan,,,2001-03-22,2018-06-21,NÃO,DESATIVADA,920684978,"{'type': 'Point', 'coordinates': ['-7.148', '39.006']}"
606,820,30L/04UG,ALCAINS,371.0,39.927664,-7.462216,257351.416,329017.029,TEJO,CASTELO BRANCO,CASTELO BRANCO,ALCAINS,Autoridade Nacional da Água,CCDR-CENTRO,UDOGRÁFICA,UDOMÉTRICA,1979-10-01,,2003-06-25,,NÃO,ATIVA,920684990,"{'type': 'Point', 'coordinates': ['-7.462216', '39.927664']}"
607,823,21D/01UG,ALCARIA,413.0,40.201278,-7.519447,252249.933,359363.418,TEJO,CASTELO BRANCO,FUNDÃO,ALCARIA,Autoridade Nacional da Água,CCDR-CENTRO,UDOGRÁFICA,UDOMÉTRICA,1979-10-01,,2004-05-12,,NÃO,ATIVA,920684992,"{'type': 'Point', 'coordinates': ['-7.519447', '40.201278']}"
608,827,23I/01C,ALCOCHETE,13.0,38.753,-8.953,128747.742,198697.01,TEJO,SETÚBAL,ALCOCHETE,ALCOCHETE,Autoridade Nacional da Água,CCDR-LVT,UDOGRÁFICA,UDOMÉTRICA,1931-11-01,,2001-03-09,,NÃO,ATIVA,920684998,"{'type': 'Point', 'coordinates': ['-8.953', '38.753']}"
609,831,26M/02G,ALDEIA DA MATA,256.0,39.303746,-7.724164,235273.0,259609.0,TEJO,PORTALEGRE,CRATO,ALDEIA DA MATA,Autoridade Nacional da Água,CCDR-ALENTEJO,UDOGRÁFICA,UDOMÉTRICA,1979-10-01,,2001-02-21,,NÃO,ATIVA,920685006,"{'type': 'Point', 'coordinates': ['-7.724164', '39.303746']}"
610,837,04G/04UG,ALFÂNDEGA DA FÉ,558.0,41.34,-6.966,297727.063,486316.895,DOURO,BRAGANÇA,ALFÂNDEGA DA FÉ,ALFÂNDEGA DA FÉ,Autoridade Nacional da Água,CCDR-NORTE,UDOGRÁFICA,UDOMÉTRICA,1913-02-01,,2003-01-31,,NÃO,ATIVA,920685014,"{'type': 'Point', 'coordinates': ['-6.966', '41.34']}"
611,842,30E/01UG,ALGODÔR,171.0,37.741,-7.791,230121.911,86104.23,GUADIANA,BEJA,MÉRTOLA,ALCARIA RUIVA,Autoridade Nacional da Água,CCDR-ALENTEJO,UDOGRÁFICA,UDOMÉTRICA,1930-10-01,,2001-02-14,,NÃO,ATIVA,920685022,"{'type': 'Point', 'coordinates': ['-7.791', '37.741']}"
612,846,11H/01UG,ALJUBARROTA,141.0,39.561,-8.923,132114.507,288399.525,RIBEIRAS DO OESTE,LEIRIA,ALCOBAÇA,ALJUBARROTA (SÃO VICENTE),Autoridade Nacional da Água,CCDR-LVT,UDOGRÁFICA,UDOMÉTRICA,1935-10-01,,2004-08-12,,NÃO,ATIVA,920685026,"{'type': 'Point', 'coordinates': ['-8.923', '39.561']}"
613,852,14G/03U,ALMEIRIM,19.0,39.212,-8.618,158139.0,249438.0,TEJO,SANTARÉM,ALMEIRIM,ALMEIRIM,Autoridade Nacional da Água,CCDR-LVT,UDOGRÁFICA,UDOMÉTRICA,1932-10-01,,2002-10-06,,NÃO,ATIVA,920685036,"{'type': 'Point', 'coordinates': ['-8.618', '39.212']}"
614,856,03K/07UG,ALPALHÃO,329.0,39.411,-7.613,244813.838,271595.608,TEJO,PORTALEGRE,NISA,ALPALHÃO,Autoridade Nacional da Água,CCDR-ALENTEJO,UDOGRÁFICA,UDOMÉTRICA,1979-10-01,,2001-04-19,,NÃO,ATIVA,920685040,"{'type': 'Point', 'coordinates': ['-7.613', '39.411']}"
615,857,15G/01UG,ALTER DO CHÃO,224.0,39.218207,-7.684421,238748.05,250128.521,TEJO,PORTALEGRE,ALTER DO CHÃO,ALTER DO CHÃO,Autoridade Nacional da Água,CCDR-ALENTEJO,UDOGRÁFICA,UDOMÉTRICA,1911-08-01,,2001-02-21,,NÃO,ATIVA,920685042,"{'type': 'Point', 'coordinates': ['-7.684421', '39.218207']}"
616,863,24L/01C,ALVORNINHA,117.0,39.382,-9.036,122244.6,268615.912,RIBEIRAS DO OESTE,LEIRIA,CALDAS DA RAINHA,ALVORNINHA,Autoridade Nacional da Água,CCDR-LVT,UDOGRÁFICA,UDOGRÁFICA,1979-10-01,,2001-10-03,,NÃO,ATIVA,920685050,"{'type': 'Point', 'coordinates': ['-9.036', '39.382']}"
617,868,13O/02UG,ANSIÃO,217.0,39.91,-8.435,174209.676,326901.374,TEJO,LEIRIA,ANSIÃO,ANSIÃO,Autoridade Nacional da Água,CCDR-CENTRO,CLIMATOLÓGICA,CLIMATOLÓGICA,1979-10-01,,2001-11-30,2005-09-21,NÃO,DESATIVADA,920685978,"{'type': 'Point', 'coordinates': ['-8.435', '39.91']}"
618,873,08L/04U,ARGA DE BAIXO,478.0,41.846,-8.713,151808.921,542002.633,MINHO,VIANA DO CASTELO,CAMINHA,ARGA DE BAIXO,Autoridade Nacional da Água,CCDR-NORTE,UDOGRÁFICA,UDOMÉTRICA,1980-10-01,,2003-05-31,,NÃO,ATIVA,920685062,"{'type': 'Point', 'coordinates': ['-8.713', '41.846']}"
619,1574,03I/04G,VILAR FORMOSO,774.0,40.609,-6.831,310191.68,405279.913,DOURO,GUARDA,ALMEIDA,VILAR FORMOSO,Autoridade Nacional da Água,CCDR-CENTRO,UDOGRÁFICA,UDOMÉTRICA,1932-10-01,,2001-10-09,,NÃO,ATIVA,920685964,"{'type': 'Point', 'coordinates': ['-6.831', '40.609']}"
620,1575,04I/03UG,VIMEIRO (ALCOBAÇA),90.0,39.467,-9.014,124155.719,278035.388,RIBEIRAS DO OESTE,LEIRIA,ALCOBAÇA,VIMEIRO,Autoridade Nacional da Água,CCDR-LVT,UDOGRÁFICA,UDOMÉTRICA,1947-10-01,,2001-10-05,2004-08-05,NÃO,DESATIVADA,920686058,"{'type': 'Point', 'coordinates': ['-9.014', '39.467']}"
621,1577,22E/01UG,VIMIEIRO,234.0,38.829,-7.835,225863.0,206906.0,TEJO,ÉVORA,ARRAIOLOS,VIMIEIRO,Autoridade Nacional da Água,CCDR-ALENTEJO,UDOGRÁFICA,UDOMÉTRICA,1951-09-01,,2001-02-19,,NÃO,ATIVA,920685968,"{'type': 'Point', 'coordinates': ['-7.835', '38.829']}"
622,1578,28K/02UG,VINHAIS,636.0,41.827975,-6.993837,294648.0,540463.0,DOURO,BRAGANÇA,VINHAIS,VINHAIS,Autoridade Nacional da Água,CCDR-NORTE,UDOGRÁFICA,UDOMÉTRICA,1913-09-01,,2003-10-02,,NÃO,ATIVA,920685970,"{'type': 'Point', 'coordinates': ['-6.993837', '41.827975']}"
623,1579,21K/02UG,XERTELO,711.0,41.734,-8.011,210147.899,529351.954,CÁVADO/RIBEIRAS COSTEIRAS,VILA REAL,MONTALEGRE,CABRIL,Autoridade Nacional da Água,CCDR-NORTE,UDOGRÁFICA,UDOGRÁFICA,1949-10-01,,2003-04-01,,NÃO,ATIVA,920685972,"{'type': 'Point', 'coordinates': ['-8.011', '41.734']}"
624,1580,17C/07C,ZEBRAL,857.0,41.66,-8.025,209002.76,521174.431,CÁVADO/RIBEIRAS COSTEIRAS,BRAGA,VIEIRA DO MINHO,RUIVÃES,Autoridade Nacional da Água,CCDR-NORTE,UDOGRÁFICA,UDOMÉTRICA,1949-12-22,,2007-02-14,,NÃO,ATIVA,920685974,"{'type': 'Point', 'coordinates': ['-8.025', '41.66']}"
625,879,17D/03UG,AROUCA,355.0,40.927,-8.24,190972.027,439728.563,DOURO,AVEIRO,AROUCA,AROUCA,Autoridade Nacional da Água,CCDR-NORTE,UDOGRÁFICA,UDOMÉTRICA,1933-03-01,1996-07-31,2015-06-11,,NÃO,ATIVA,920685066,"{'type': 'Point', 'coordinates': ['-8.24', '40.927']}"
626,883,18D/01C,ARRONCHES,257.0,39.118,-7.281,273709.171,239307.46,GUADIANA,PORTALEGRE,ARRONCHES,ASSUNÇÃO,Autoridade Nacional da Água,CCDR-ALENTEJO,UDOGRÁFICA,UDOMÉTRICA,1931-09-01,,2001-02-21,,SIM,ATIVA,920685072,"{'type': 'Point', 'coordinates': ['-7.281', '39.118']}"
627,888,20A/01U,AVELEIRAS,200.0,41.832,-8.468,172173.795,540351.568,LIMA,VIANA DO CASTELO,ARCOS DE VALDEVEZ,TÁVORA (SANTA MARIA),Autoridade Nacional da Água,CCDR-NORTE,UDOGRÁFICA,UDOMÉTRICA,1960-10-01,,2006-05-24,,NÃO,ATIVA,920685984,"{'type': 'Point', 'coordinates': ['-8.468', '41.832']}"
628,890,25G/01UG,AZARUJA,270.0,38.702644,-7.774686,231177.098,192858.08,GUADIANA,ÉVORA,ÉVORA,SÃO BENTO DO MATO,Autoridade Nacional da Água,CCDR-ALENTEJO,UDOGRÁFICA,UDOMÉTRICA,1931-09-01,,2001-01-09,,SIM,ATIVA,920685082,"{'type': 'Point', 'coordinates': ['-7.774686', '38.702644']}"
629,892,04F/01C,AZINHAL,3.0,37.265408,-7.451312,260473.379,33485.684,GUADIANA,FARO,CASTRO MARIM,AZINHAL,nan,CCDR-ALGARVE,nan,UDOMÉTRICA,1979-10-01,1985-09-30,,,NÃO,EXTINTA,920752538,"{'type': 'Point', 'coordinates': ['-7.451312', '37.265408']}"
630,897,14H/02C,BARQUEIROS,134.0,41.132,-7.901,219455.963,462577.535,DOURO,VILA REAL,MESÃO FRIO,BARQUEIROS,nan,CCDR-NORTE,nan,UDOMÉTRICA,1942-10-01,1961-09-30,,,NÃO,EXTINTA,920752600,"{'type': 'Point', 'coordinates': ['-7.901', '41.132']}"
631,901,08G/01C,BARRAGEM DA BRAVURA,64.0,37.197,-8.699,149794.659,25802.323,RIBEIRAS DO ALGARVE,FARO,LAGOS,BENSAFRIM,Autoridade Nacional da Água,CCDR-ALGARVE,CLIMATOLÓGICA,CLIMATOLÓGICA,1933-10-01,2001-09-30,2015-06-23,,NÃO,ATIVA,920752528,"{'type': 'Point', 'coordinates': ['-8.699', '37.197']}"
632,906,28G/01C,BARRAGEM DE GUILHOFREI,374.0,41.573,-8.122,200952.521,511542.834,AVE,BRAGA,VIEIRA DO MINHO,GUILHOFREI,Autoridade Nacional da Água,EDP/CDDR-Norte,UDOGRÁFICA,CLIMATOLÓGICA,1939-01-01,,2007-02-16,,NÃO,ATIVA,920686128,"{'type': 'Point', 'coordinates': ['-8.122', '41.573']}"
633,911,23G/01C,BARRAGEM DE MONTARGIL (ANTIGA),96.0,39.048,-8.173,196542.609,231190.473,TEJO,PORTALEGRE,PONTE DE SOR,MONTARGIL,nan,CCDR-ALENTEJO,nan,UDOMÉTRICA,1931-11-07,1963-05-15,,,NÃO,EXTINTA,920752646,"{'type': 'Point', 'coordinates': ['-8.173', '39.048']}"
634,915,30G/03C,BARRAGEM DE PEGO DO ALTAR,48.0,38.419575,-8.395242,177105.701,161407.514,SADO,SETÚBAL,ALCÁCER DO SAL,SANTA SUSANA,Autoridade Nacional da Água,CCDR-ALENTEJO,CLIMATOLÓGICA,CLIMATOLÓGICA,1933-10-01,2000-12-31,2015-05-27,,NÃO,ATIVA,920752492,"{'type': 'Point', 'coordinates': ['-8.395242', '38.419575']}"
635,921,19J/04C,BARRAGEM DO CAIA,217.0,39.001,-7.139,286079.649,226417.513,GUADIANA,PORTALEGRE,CAMPO MAIOR,SÃO JOÃO BAPTISTA,Autoridade Nacional da Água,CCDR-ALENTEJO,CLIMATOLÓGICA,CLIMATOLÓGICA,1964-01-13,2001-07-31,2015-06-23,,NÃO,ATIVA,920752476,"{'type': 'Point', 'coordinates': ['-7.139', '39.001']}"
636,922,05S/02G,BARRAGEM DO COVÃO DE FERRO,1526.0,40.30989,-7.59584,245672.614,371381.707,TEJO,CASTELO BRANCO,COVILHÃ,UNHAIS DA SERRA,nan,CCDR-CENTRO,nan,UDOMÉTRICA,1960-10-01,1981-09-30,,,NÃO,EXTINTA,920752638,"{'type': 'Point', 'coordinates': ['-7.59584', '40.30989']}"
637,924,27H/02C,BARRAGEM DO MARANHÃO,134.0,39.006811,-7.973864,213792.427,226576.115,TEJO,PORTALEGRE,AVIS,MARANHÃO,Autoridade Nacional da Água,CCDR-ALENTEJO,CLIMATOLÓGICA,CLIMATOLÓGICA,1956-02-01,2000-09-30,2015-06-24,,NÃO,ATIVA,920752474,"{'type': 'Point', 'coordinates': ['-7.973864', '39.006811']}"
638,929,16E/06C,BARRANCO DO VELHO,467.0,37.237193,-7.937135,217386.0,30155.0,GUADIANA,FARO,LOULÉ,SALIR,Autoridade Nacional da Água,CCDR-ALGARVE,UDOGRÁFICA,UDOMÉTRICA,1934-10-01,,2001-07-07,,SIM,ATIVA,920685102,"{'type': 'Point', 'coordinates': ['-7.937135', '37.237193']}"
639,934,17I/02UG,BEIRÃ,375.0,39.446,-7.371,265570.778,275629.405,TEJO,PORTALEGRE,MARVÃO,BEIRÃ,Autoridade Nacional da Água,CCDR-ALENTEJO,UDOGRÁFICA,UDOMÉTRICA,1980-10-01,,2001-07-01,,NÃO,ATIVA,920685110,"{'type': 'Point', 'coordinates': ['-7.371', '39.446']}"
640,939,03G/05UG,BENDADA,516.0,40.371563,-7.250838,274932.579,378464.785,TEJO,GUARDA,SABUGAL,BENDADA,Autoridade Nacional da Água,CCDR-CENTRO,UDOGRÁFICA,UDOMÉTRICA,1980-06-01,,2001-10-30,,NÃO,ATIVA,920685112,"{'type': 'Point', 'coordinates': ['-7.250838', '40.371563']}"
641,944,03I/02U,BOLETA (CARAPINHEIRA),25.0,40.203,-8.646,156368.934,359554.83,MONDEGO,COIMBRA,MONTEMOR-O-VELHO,CARAPINHEIRA,Autoridade Nacional da Água,CCDR-CENTRO,UDOGRÁFICA,UDOMÉTRICA,1981-12-01,,2005-01-05,,NÃO,ATIVA,920685184,"{'type': 'Point', 'coordinates': ['-8.646', '40.203']}"
642,949,20I/02UG,BOUÇÃ DOS HOMENS,1044.0,41.997,-8.257,189737.204,558663.046,LIMA,VIANA DO CASTELO,ARCOS DE VALDEVEZ,GAVIEIRA,Autoridade Nacional da Água,CCDR-NORTE,UDOGRÁFICA,UDOMÉTRICA,1960-10-01,,2003-06-01,,SIM,ATIVA,920685118,"{'type': 'Point', 'coordinates': ['-8.257', '41.997']}"
643,953,02G/10U,BRUFE (BARREIROS),617.0,40.753226,-7.781412,229701.895,420533.589,VOUGA/RIBEIRAS COSTEIRAS,VISEU,VISEU,BARREIROS,Autoridade Nacional da Água,CCDR-CENTRO,UDOGRÁFICA,UDOMÉTRICA,1980-09-01,,2001-09-05,2003-08-19,NÃO,DESATIVADA,920685128,"{'type': 'Point', 'coordinates': ['-7.781412', '40.753226']}"
644,955,04J/06UG,CABANA MAIOR,436.0,41.865,-8.351,181829.772,544485.826,LIMA,VIANA DO CASTELO,ARCOS DE VALDEVEZ,CABANA MAIOR,Autoridade Nacional da Água,CCDR-NORTE,UDOGRÁFICA,UDOMÉTRICA,1980-07-01,,2003-06-01,2019-10-09,NÃO,DESATIVADA,920685134,"{'type': 'Point', 'coordinates': ['-8.351', '41.865']}"
645,959,21B/10G,CABEÇO DE VIDE,271.0,39.129874,-7.587472,247179.496,240367.563,TEJO,PORTALEGRE,FRONTEIRA,CABEÇO DE VIDE,Autoridade Nacional da Água,CCDR-ALENTEJO,UDOGRÁFICA,UDOMÉTRICA,1931-11-01,,2001-02-21,,NÃO,ATIVA,920685142,"{'type': 'Point', 'coordinates': ['-7.587472', '39.129874']}"
646,964,03G/04UG,CAIA (MONTE CALDEIRAS),201.0,38.887337,-7.089808,290521.0,213817.0,GUADIANA,PORTALEGRE,ELVAS,CAIA E SÃO PEDRO,Autoridade Nacional da Água,CCDR-ALENTEJO,UDOGRÁFICA,UDOMÉTRICA,1979-10-25,,2001-07-05,,NÃO,ATIVA,920685148,"{'type': 'Point', 'coordinates': ['-7.089808', '38.887337']}"
647,969,18B/03UG,CALVELO,179.0,41.679,-8.545,165700.818,523379.207,NEIVA,VIANA DO CASTELO,PONTE DE LIMA,CALVELO,Autoridade Nacional da Água,CCDR-NORTE,UDOGRÁFICA,UDOMÉTRICA,1980-07-01,,2003-03-25,,NÃO,ATIVA,920685154,"{'type': 'Point', 'coordinates': ['-8.545', '41.679']}"
648,974,21L/01UG,CAMPIA,448.0,40.674,-8.217,192934.289,411654.765,VOUGA/RIBEIRAS COSTEIRAS,VISEU,VOUZELA,CAMPIA,Autoridade Nacional da Água,CCDR-CENTRO,UDOGRÁFICA,UDOMÉTRICA,1931-09-01,,2003-06-17,,NÃO,ATIVA,920685164,"{'type': 'Point', 'coordinates': ['-8.217', '40.674']}"
649,980,04J/01G,CANEÇAS,277.0,38.823,-9.223,105321.297,206775.213,TEJO,LISBOA,ODIVELAS,CANEÇAS,Autoridade Nacional da Água,CCDR-LVT,UDOGRÁFICA,UDOMÉTRICA,1980-10-01,,2004-11-03,,SIM,ATIVA,920685174,"{'type': 'Point', 'coordinates': ['-9.223', '38.823']}"
650,984,13H/09UG,CANTANHEDE,58.0,40.356,-8.593,160926.635,376464.442,VOUGA/RIBEIRAS COSTEIRAS,COIMBRA,CANTANHEDE,CANTANHEDE,Autoridade Nacional da Água,CCDR-CENTRO,UDOGRÁFICA,UDOMÉTRICA,1980-07-09,,2001-10-30,,NÃO,ATIVA,920686156,"{'type': 'Point', 'coordinates': ['-8.593', '40.356']}"
651,987,16G/02UG,CARAPINHAL,203.0,40.099,-8.34,182357.592,347821.239,MONDEGO,COIMBRA,MIRANDA DO CORVO,MIRANDA DO CORVO,Autoridade Nacional da Água,CCDR-CENTRO,UDOGRÁFICA,UDOMÉTRICA,1979-08-01,,2002-02-01,,NÃO,ATIVA,920685182,"{'type': 'Point', 'coordinates': ['-8.34', '40.099']}"
652,991,04O/02U,CARRAZEDE DE ANSIÃES,741.0,41.232,-7.318,268333.952,473978.406,DOURO,BRAGANÇA,CARRAZEDA DE ANSIÃES,MARZAGÃO,nan,IVP-INAG,nan,UDOMÉTRICA,1942-10-01,1961-09-30,,,NÃO,EXTINTA,920752648,"{'type': 'Point', 'coordinates': ['-7.318', '41.232']}"
653,995,20K/02UG,CARVALHO,504.0,41.379341,-8.068102,205440.31,490010.437,DOURO,BRAGA,CELORICO DE BASTO,CARVALHO,Autoridade Nacional da Água,CCDR-NORTE,UDOGRÁFICA,UDOGRÁFICA,1960-07-01,,2006-05-10,2019-09-10,NÃO,DESATIVADA,920685192,"{'type': 'Point', 'coordinates': ['-8.068102', '41.379341']}"
654,1001,13H/05UG,CASAL DO RATO,22.0,40.153479,-8.843352,139485.307,354118.611,MONDEGO,COIMBRA,FIGUEIRA DA FOZ,SÃO JULIÃO DA FIGUEIRA DA FOZ,Autoridade Nacional da Água,CCDR-CENTRO,UDOGRÁFICA,UDOMÉTRICA,1979-06-15,,2001-09-11,,NÃO,ATIVA,920685736,"{'type': 'Point', 'coordinates': ['-8.843352', '40.153479']}"
655,1006,05G/03UG,CASTELO DE VIDE,552.0,39.411546,-7.452479,258617.613,271718.389,TEJO,PORTALEGRE,CASTELO DE VIDE,SÃO JOÃO BAPTISTA,Autoridade Nacional da Água,CCDR-ALENTEJO,UDOGRÁFICA,UDOGRÁFICA,1931-11-01,,2001-01-31,,SIM,ATIVA,920685210,"{'type': 'Point', 'coordinates': ['-7.452479', '39.411546']}"
656,1011,27I/01G,CASTRO DAIRE (LAMELAS),697.0,40.924,-7.94,216242.0,439482.0,DOURO,VISEU,CASTRO DAIRE,CASTRO DAIRE,Autoridade Nacional da Água,nan,UDOGRÁFICA,nan,,,2002-02-27,,SIM,ATIVA,920685214,"{'type': 'Point', 'coordinates': ['-7.94', '40.924']}"
657,1016,03P/01UG,CAVEZ,292.0,41.502957,-7.904215,219113.626,503762.678,DOURO,BRAGA,CABECEIRAS DE BASTO,CAVEZ,Autoridade Nacional da Água,CCDR-NORTE,UDOGRÁFICA,UDOMÉTRICA,1932-06-21,,2006-05-11,,NÃO,ATIVA,920685222,"{'type': 'Point', 'coordinates': ['-7.904215', '41.502957']}"
