date,Unnamed: 0,rainfall,station
1970-10-01 09:00:00,105097,9.3,920752372
1970-11-01 09:00:00,105098,249.6,920752372
1970-12-01 09:00:00,105099,50.4,920752372
1971-01-01 09:00:00,105100,397.7,920752372
1971-02-01 09:00:00,105101,57.3,920752372
1971-03-01 09:00:00,105102,147.6,920752372
1971-04-01 09:00:00,105103,180.4,920752372
1971-05-01 09:00:00,105104,141.8,920752372
1971-06-01 09:00:00,105105,170.3,920752372
1971-07-01 09:00:00,105106,114.6,920752372
1971-08-01 09:00:00,105107,43.1,920752372
1971-09-01 09:00:00,105108,5.8,920752372
1971-10-01 09:00:00,105109,41.7,920752372
1971-11-01 09:00:00,105110,39.1,920752372
1971-12-01 09:00:00,105111,71.3,920752372
1972-01-01 09:00:00,105112,269.8,920752372
1972-02-01 09:00:00,105113,416.9,920752372
1972-03-01 09:00:00,105114,166.9,920752372
1972-04-01 09:00:00,105115,35.0,920752372
1972-05-01 09:00:00,105116,61.7,920752372
1972-06-01 09:00:00,105117,60.9,920752372
1972-07-01 09:00:00,105118,46.3,920752372
1972-08-01 09:00:00,105119,0.3,920752372
1972-09-01 09:00:00,105120,90.4,920752372
1972-10-01 09:00:00,105121,227.3,920752372
1972-11-01 09:00:00,105122,135.3,920752372
1972-12-01 09:00:00,105123,236.6,920752372
1973-01-01 09:00:00,105124,288.0,920752372
1973-02-01 09:00:00,105125,43.3,920752372
1973-03-01 09:00:00,105126,45.0,920752372
1973-04-01 09:00:00,105127,66.5,920752372
1973-05-01 09:00:00,105128,300.3,920752372
1973-06-01 09:00:00,105129,26.5,920752372
1973-07-01 09:00:00,105130,41.2,920752372
1973-08-01 09:00:00,105131,2.9,920752372
1973-09-01 09:00:00,105132,65.2,920752372
1973-10-01 09:00:00,105133,189.7,920752372
1973-11-01 09:00:00,105134,74.5,920752372
1973-12-01 09:00:00,105135,142.6,920752372
1974-01-01 09:00:00,105136,472.3,920752372
1974-02-01 09:00:00,105137,271.8,920752372
1974-03-01 09:00:00,105138,61.8,920752372
1974-04-01 09:00:00,105139,40.2,920752372
1974-05-01 09:00:00,105140,115.6,920752372
1974-06-01 09:00:00,105141,283.3,920752372
1974-07-01 09:00:00,105142,4.1,920752372
1974-08-01 09:00:00,105143,0.2,920752372
1974-09-01 09:00:00,105144,33.6,920752372
1974-10-01 09:00:00,105145,13.5,920752372
1974-11-01 09:00:00,105146,333.8,920752372
1974-12-01 09:00:00,105147,31.7,920752372
1975-01-01 09:00:00,105148,222.5,920752372
1975-02-01 09:00:00,105149,182.9,920752372
1975-03-01 09:00:00,105150,228.3,920752372
1975-04-01 09:00:00,105151,37.4,920752372
1975-05-01 09:00:00,105152,68.1,920752372
1975-06-01 09:00:00,105153,12.3,920752372
1975-07-01 09:00:00,105154,1.3,920752372
1975-08-01 09:00:00,105155,2.5,920752372
1975-09-01 09:00:00,105156,105.2,920752372
1975-10-01 09:00:00,105157,90.7,920752372
1975-11-01 09:00:00,105158,118.7,920752372
1975-12-01 09:00:00,105159,36.8,920752372
1976-01-01 09:00:00,105160,129.2,920752372
1976-02-01 09:00:00,105161,84.7,920752372
1976-03-01 09:00:00,105162,72.9,920752372
1976-04-01 09:00:00,105163,52.5,920752372
1976-05-01 09:00:00,105164,14.7,920752372
1976-06-01 09:00:00,105165,28.0,920752372
1976-07-01 09:00:00,105166,75.7,920752372
1976-08-01 09:00:00,105167,78.3,920752372
1976-09-01 09:00:00,105168,121.3,920752372
1976-10-01 09:00:00,105169,369.3,920752372
1976-11-01 09:00:00,105170,224.7,920752372
1976-12-01 09:00:00,105171,329.6,920752372
1977-01-01 09:00:00,105172,428.4,920752372
1977-02-01 09:00:00,105173,491.5,920752372
1977-03-01 09:00:00,105174,128.9,920752372
1977-04-01 09:00:00,105175,76.3,920752372
1977-05-01 09:00:00,105176,70.8,920752372
1977-06-01 09:00:00,105177,109.5,920752372
1977-07-01 09:00:00,105178,14.6,920752372
1977-08-01 09:00:00,105179,45.2,920752372
1977-09-01 09:00:00,105180,25.2,920752372
1977-10-01 09:00:00,105181,204.8,920752372
1977-11-01 09:00:00,105182,99.3,920752372
1977-12-01 09:00:00,105183,543.1,920752372
1978-01-01 09:00:00,105184,184.1,920752372
1978-02-01 09:00:00,105185,544.0,920752372
1978-03-01 09:00:00,105186,199.8,920752372
1978-04-01 09:00:00,105187,183.9,920752372
