date,date,value
1970-02-01 09:00:00,1970-02-01 09:00:00,41.5
1970-03-01 09:00:00,1970-03-01 09:00:00,34.6
1970-04-01 09:00:00,1970-04-01 09:00:00,9.3
1970-05-01 09:00:00,1970-05-01 09:00:00,116.9
1970-06-01 09:00:00,1970-06-01 09:00:00,53.9
1970-07-01 09:00:00,1970-07-01 09:00:00,4.3
1970-08-01 09:00:00,1970-08-01 09:00:00,31.8
1970-09-01 09:00:00,1970-09-01 09:00:00,7.1
1970-10-01 09:00:00,1970-10-01 09:00:00,8.4
1970-11-01 09:00:00,1970-11-01 09:00:00,155.4
1970-12-01 09:00:00,1970-12-01 09:00:00,29.6
1971-01-01 09:00:00,1971-01-01 09:00:00,244.9
1971-02-01 09:00:00,1971-02-01 09:00:00,24.0
1971-03-01 09:00:00,1971-03-01 09:00:00,89.8
1971-04-01 09:00:00,1971-04-01 09:00:00,128.6
1971-05-01 09:00:00,1971-05-01 09:00:00,92.7
1971-06-01 09:00:00,1971-06-01 09:00:00,122.1
1971-07-01 09:00:00,1971-07-01 09:00:00,55.6
1971-08-01 09:00:00,1971-08-01 09:00:00,34.6
1971-09-01 09:00:00,1971-09-01 09:00:00,0.0
1971-10-01 09:00:00,1971-10-01 09:00:00,30.6
1971-11-01 09:00:00,1971-11-01 09:00:00,22.6
1971-12-01 09:00:00,1971-12-01 09:00:00,52.4
1972-01-01 09:00:00,1972-01-01 09:00:00,136.6
1972-02-01 09:00:00,1972-02-01 09:00:00,215.2
1972-03-01 09:00:00,1972-03-01 09:00:00,83.2
1972-04-01 09:00:00,1972-04-01 09:00:00,22.0
1972-05-01 09:00:00,1972-05-01 09:00:00,67.4
1972-06-01 09:00:00,1972-06-01 09:00:00,27.1
1972-07-01 09:00:00,1972-07-01 09:00:00,64.3
1972-08-01 09:00:00,1972-08-01 09:00:00,0.0
1972-09-01 09:00:00,1972-09-01 09:00:00,101.9
1972-10-01 09:00:00,1972-10-01 09:00:00,141.0
1972-11-01 09:00:00,1972-11-01 09:00:00,107.9
1972-12-01 09:00:00,1972-12-01 09:00:00,180.0
1973-01-01 09:00:00,1973-01-01 09:00:00,96.6
1973-02-01 09:00:00,1973-02-01 09:00:00,16.1
1973-03-01 09:00:00,1973-03-01 09:00:00,23.4
1973-04-01 09:00:00,1973-04-01 09:00:00,39.0
1973-05-01 09:00:00,1973-05-01 09:00:00,165.4
1973-06-01 09:00:00,1973-06-01 09:00:00,16.8
1973-07-01 09:00:00,1973-07-01 09:00:00,39.5
1973-08-01 09:00:00,1973-08-01 09:00:00,0.3
1973-09-01 09:00:00,1973-09-01 09:00:00,34.3
1973-10-01 09:00:00,1973-10-01 09:00:00,69.8
1973-11-01 09:00:00,1973-11-01 09:00:00,55.0
1973-12-01 09:00:00,1973-12-01 09:00:00,77.5
1974-01-01 09:00:00,1974-01-01 09:00:00,277.2
1974-02-01 09:00:00,1974-02-01 09:00:00,153.1
1974-03-01 09:00:00,1974-03-01 09:00:00,36.0
1974-04-01 09:00:00,1974-04-01 09:00:00,68.5
1974-05-01 09:00:00,1974-05-01 09:00:00,65.0
1974-06-01 09:00:00,1974-06-01 09:00:00,147.2
1974-07-01 09:00:00,1974-07-01 09:00:00,0.0
1974-08-01 09:00:00,1974-08-01 09:00:00,0.0
1974-09-01 09:00:00,1974-09-01 09:00:00,14.5
1974-10-01 09:00:00,1974-10-01 09:00:00,4.2
1974-11-01 09:00:00,1974-11-01 09:00:00,159.9
1974-12-01 09:00:00,1974-12-01 09:00:00,24.4
1975-01-01 09:00:00,1975-01-01 09:00:00,104.5
1975-02-01 09:00:00,1975-02-01 09:00:00,120.3
1975-03-01 09:00:00,1975-03-01 09:00:00,177.1
1975-04-01 09:00:00,1975-04-01 09:00:00,5.5
1975-05-01 09:00:00,1975-05-01 09:00:00,47.0
1975-06-01 09:00:00,1975-06-01 09:00:00,0.0
1975-07-01 09:00:00,1975-07-01 09:00:00,0.0
1975-08-01 09:00:00,1975-08-01 09:00:00,0.3
1975-09-01 09:00:00,1975-09-01 09:00:00,83.2
1975-10-01 09:00:00,1975-10-01 09:00:00,42.5
1975-11-01 09:00:00,1975-11-01 09:00:00,73.0
1975-12-01 09:00:00,1975-12-01 09:00:00,45.0
1976-01-01 09:00:00,1976-01-01 09:00:00,56.1
1976-02-01 09:00:00,1976-02-01 09:00:00,67.8
1976-03-01 09:00:00,1976-03-01 09:00:00,55.7
1976-04-01 09:00:00,1976-04-01 09:00:00,43.0
1976-05-01 09:00:00,1976-05-01 09:00:00,15.5
1976-06-01 09:00:00,1976-06-01 09:00:00,0.0
1976-07-01 09:00:00,1976-07-01 09:00:00,7.8
1976-08-01 09:00:00,1976-08-01 09:00:00,64.2
1976-09-01 09:00:00,1976-09-01 09:00:00,101.6
1976-10-01 09:00:00,1976-10-01 09:00:00,217.9
1976-11-01 09:00:00,1976-11-01 09:00:00,133.0
1976-12-01 09:00:00,1976-12-01 09:00:00,150.6
1977-01-01 09:00:00,1977-01-01 09:00:00,266.8
1977-02-01 09:00:00,1977-02-01 09:00:00,191.2
1977-03-01 09:00:00,1977-03-01 09:00:00,68.4
1977-04-01 09:00:00,1977-04-01 09:00:00,64.9
1977-05-01 09:00:00,1977-05-01 09:00:00,40.8
1977-06-01 09:00:00,1977-06-01 09:00:00,53.7
1977-07-01 09:00:00,1977-07-01 09:00:00,5.1
1977-08-01 09:00:00,1977-08-01 09:00:00,19.0
1977-09-01 09:00:00,1977-09-01 09:00:00,16.8
1977-10-01 09:00:00,1977-10-01 09:00:00,152.3
1977-11-01 09:00:00,1977-11-01 09:00:00,72.2
1977-12-01 09:00:00,1977-12-01 09:00:00,233.6
1978-01-01 09:00:00,1978-01-01 09:00:00,100.5
1978-02-01 09:00:00,1978-02-01 09:00:00,349.0
1978-03-01 09:00:00,1978-03-01 09:00:00,112.9
1978-04-01 09:00:00,1978-04-01 09:00:00,112.0
1978-05-01 09:00:00,1978-05-01 09:00:00,121.2
1978-06-01 09:00:00,1978-06-01 09:00:00,29.2
1978-07-01 09:00:00,1978-07-01 09:00:00,0.0
1978-08-01 09:00:00,1978-08-01 09:00:00,0.0
1978-09-01 09:00:00,1978-09-01 09:00:00,39.2
1978-10-01 09:00:00,1978-10-01 09:00:00,30.5
1978-11-01 09:00:00,1978-11-01 09:00:00,31.0
1978-12-01 09:00:00,1978-12-01 09:00:00,459.0
1979-01-01 09:00:00,1979-01-01 09:00:00,126.1
1979-02-01 09:00:00,1979-02-01 09:00:00,335.8
1979-03-01 09:00:00,1979-03-01 09:00:00,216.5
1979-04-01 09:00:00,1979-04-01 09:00:00,142.9
1979-05-01 09:00:00,1979-05-01 09:00:00,78.0
1979-06-01 09:00:00,1979-06-01 09:00:00,3.5
1979-07-01 09:00:00,1979-07-01 09:00:00,0.0
1979-08-01 09:00:00,1979-08-01 09:00:00,0.0
1979-09-01 09:00:00,1979-09-01 09:00:00,0.6
1979-10-01 09:00:00,1979-10-01 09:00:00,249.9
1979-11-01 09:00:00,1979-11-01 09:00:00,52.0
1979-12-01 09:00:00,1979-12-01 09:00:00,57.9
1980-01-01 09:00:00,1980-01-01 09:00:00,79.3
1980-02-01 09:00:00,1980-02-01 09:00:00,70.1
1980-03-01 09:00:00,1980-03-01 09:00:00,115.4
1980-04-01 09:00:00,1980-04-01 09:00:00,57.8
1980-05-01 09:00:00,1980-05-01 09:00:00,81.7
1980-06-01 09:00:00,1980-06-01 09:00:00,32.4
1980-07-01 09:00:00,1980-07-01 09:00:00,4.0
1980-08-01 09:00:00,1980-08-01 09:00:00,5.2
1980-09-01 09:00:00,1980-09-01 09:00:00,28.3
1980-10-01 09:00:00,1980-10-01 09:00:00,54.1
1980-11-01 09:00:00,1980-11-01 09:00:00,124.2
1980-12-01 09:00:00,1980-12-01 09:00:00,12.2
1981-01-01 09:00:00,1981-01-01 09:00:00,0.0
1981-02-01 09:00:00,1981-02-01 09:00:00,46.6
1981-03-01 09:00:00,1981-03-01 09:00:00,73.0
1981-04-01 09:00:00,1981-04-01 09:00:00,68.1
1981-05-01 09:00:00,1981-05-01 09:00:00,106.0
1981-06-01 09:00:00,1981-06-01 09:00:00,26.7
1981-07-01 09:00:00,1981-07-01 09:00:00,7.0
1981-08-01 09:00:00,1981-08-01 09:00:00,8.4
1981-09-01 09:00:00,1981-09-01 09:00:00,63.1
1981-10-01 09:00:00,1981-10-01 09:00:00,91.1
1981-11-01 09:00:00,1981-11-01 09:00:00,0.0
1981-12-01 09:00:00,1981-12-01 09:00:00,347.7
1982-01-01 09:00:00,1982-01-01 09:00:00,23.0
1982-02-01 09:00:00,1982-02-01 09:00:00,57.0
1982-03-01 09:00:00,1982-03-01 09:00:00,2.3
1982-04-01 09:00:00,1982-04-01 09:00:00,6.4
1982-05-01 09:00:00,1982-05-01 09:00:00,73.9
1982-06-01 09:00:00,1982-06-01 09:00:00,8.2
1982-07-01 09:00:00,1982-07-01 09:00:00,15.8
1982-08-01 09:00:00,1982-08-01 09:00:00,10.2
1982-09-01 09:00:00,1982-09-01 09:00:00,110.2
1982-10-01 09:00:00,1982-10-01 09:00:00,51.8
1982-11-01 09:00:00,1982-11-01 09:00:00,142.4
1982-12-01 09:00:00,1982-12-01 09:00:00,159.7
1983-01-01 09:00:00,1983-01-01 09:00:00,0.0
1983-02-01 09:00:00,1983-02-01 09:00:00,111.9
1983-03-01 09:00:00,1983-03-01 09:00:00,9.6
1983-04-01 09:00:00,1983-04-01 09:00:00,0.0
1983-05-01 09:00:00,1983-05-01 09:00:00,0.0
1983-06-01 09:00:00,1983-06-01 09:00:00,0.0
1983-07-01 09:00:00,1983-07-01 09:00:00,0.0
1983-08-01 09:00:00,1983-08-01 09:00:00,0.0
1983-09-01 09:00:00,1983-09-01 09:00:00,0.0
1983-10-01 09:00:00,1983-10-01 09:00:00,
1983-11-01 09:00:00,1983-11-01 09:00:00,
1983-12-01 09:00:00,1983-12-01 09:00:00,
1984-01-01 09:00:00,1984-01-01 09:00:00,
1984-02-01 09:00:00,1984-02-01 09:00:00,
1984-03-01 09:00:00,1984-03-01 09:00:00,
1984-04-01 09:00:00,1984-04-01 09:00:00,
1984-05-01 09:00:00,1984-05-01 09:00:00,
1984-06-01 09:00:00,1984-06-01 09:00:00,
1984-07-01 09:00:00,1984-07-01 09:00:00,
1984-08-01 09:00:00,1984-08-01 09:00:00,
1984-09-01 09:00:00,1984-09-01 09:00:00,
1984-10-01 09:00:00,1984-10-01 09:00:00,
1984-11-01 09:00:00,1984-11-01 09:00:00,
1984-12-01 09:00:00,1984-12-01 09:00:00,
1985-01-01 09:00:00,1985-01-01 09:00:00,
1985-02-01 09:00:00,1985-02-01 09:00:00,
1985-03-01 09:00:00,1985-03-01 09:00:00,
1985-04-01 09:00:00,1985-04-01 09:00:00,131.2
1985-05-01 09:00:00,1985-05-01 09:00:00,86.7
1985-06-01 09:00:00,1985-06-01 09:00:00,25.4
1985-07-01 09:00:00,1985-07-01 09:00:00,0.3
1985-08-01 09:00:00,1985-08-01 09:00:00,0.0
1985-09-01 09:00:00,1985-09-01 09:00:00,0.5
1985-10-01 09:00:00,1985-10-01 09:00:00,10.8
1985-11-01 09:00:00,1985-11-01 09:00:00,166.9
1985-12-01 09:00:00,1985-12-01 09:00:00,194.3
1986-01-01 09:00:00,1986-01-01 09:00:00,147.3
1986-02-01 09:00:00,1986-02-01 09:00:00,253.2
1986-03-01 09:00:00,1986-03-01 09:00:00,35.8
1986-04-01 09:00:00,1986-04-01 09:00:00,68.0
1986-05-01 09:00:00,1986-05-01 09:00:00,11.7
1986-06-01 09:00:00,1986-06-01 09:00:00,11.0
1986-07-01 09:00:00,1986-07-01 09:00:00,4.3
1986-08-01 09:00:00,1986-08-01 09:00:00,1.1
1986-09-01 09:00:00,1986-09-01 09:00:00,77.0
1986-10-01 09:00:00,1986-10-01 09:00:00,56.0
1986-11-01 09:00:00,1986-11-01 09:00:00,69.8
1986-12-01 09:00:00,1986-12-01 09:00:00,92.4
1987-01-01 09:00:00,1987-01-01 09:00:00,128.1
1987-02-01 09:00:00,1987-02-01 09:00:00,134.7
1987-03-01 09:00:00,1987-03-01 09:00:00,31.3
1987-04-01 09:00:00,1987-04-01 09:00:00,128.7
1987-05-01 09:00:00,1987-05-01 09:00:00,12.1
1987-06-01 09:00:00,1987-06-01 09:00:00,22.0
1987-07-01 09:00:00,1987-07-01 09:00:00,28.6
1987-08-01 09:00:00,1987-08-01 09:00:00,14.9
1987-09-01 09:00:00,1987-09-01 09:00:00,114.2
1987-10-01 09:00:00,1987-10-01 09:00:00,204.3
1987-11-01 09:00:00,1987-11-01 09:00:00,22.3
1987-12-01 09:00:00,1987-12-01 09:00:00,180.9
1988-01-01 09:00:00,1988-01-01 09:00:00,203.5
1988-02-01 09:00:00,1988-02-01 09:00:00,89.2
1988-03-01 09:00:00,1988-03-01 09:00:00,10.6
1988-04-01 09:00:00,1988-04-01 09:00:00,125.6
1988-05-01 09:00:00,1988-05-01 09:00:00,136.8
1988-06-01 09:00:00,1988-06-01 09:00:00,197.0
1988-07-01 09:00:00,1988-07-01 09:00:00,81.4
1988-08-01 09:00:00,1988-08-01 09:00:00,0.0
1988-09-01 09:00:00,1988-09-01 09:00:00,12.0
1988-10-01 09:00:00,1988-10-01 09:00:00,112.9
1988-11-01 09:00:00,1988-11-01 09:00:00,54.4
1988-12-01 09:00:00,1988-12-01 09:00:00,19.2
1989-01-01 09:00:00,1989-01-01 09:00:00,17.5
1989-02-01 09:00:00,1989-02-01 09:00:00,93.3
1989-03-01 09:00:00,1989-03-01 09:00:00,65.0
1989-04-01 09:00:00,1989-04-01 09:00:00,101.0
1989-05-01 09:00:00,1989-05-01 09:00:00,55.1
1989-06-01 09:00:00,1989-06-01 09:00:00,26.2
1989-07-01 09:00:00,1989-07-01 09:00:00,2.5
1989-08-01 09:00:00,1989-08-01 09:00:00,30.8
1989-09-01 09:00:00,1989-09-01 09:00:00,12.1
1989-10-01 09:00:00,1989-10-01 09:00:00,111.8
1989-11-01 09:00:00,1989-11-01 09:00:00,219.5
1989-12-01 09:00:00,1989-12-01 09:00:00,328.3
1990-01-01 09:00:00,1990-01-01 09:00:00,132.0
1990-02-01 09:00:00,1990-02-01 09:00:00,57.6
1990-03-01 09:00:00,1990-03-01 09:00:00,14.5
1990-04-01 09:00:00,1990-04-01 09:00:00,67.1
1990-05-01 09:00:00,1990-05-01 09:00:00,25.1
1990-06-01 09:00:00,1990-06-01 09:00:00,2.9
1990-07-01 09:00:00,1990-07-01 09:00:00,9.7
1990-08-01 09:00:00,1990-08-01 09:00:00,9.4
1990-09-01 09:00:00,1990-09-01 09:00:00,58.8
1990-10-01 09:00:00,1990-10-01 09:00:00,219.2
1990-11-01 09:00:00,1990-11-01 09:00:00,105.7
1990-12-01 09:00:00,1990-12-01 09:00:00,38.7
1991-01-01 09:00:00,1991-01-01 09:00:00,133.6
1991-02-01 09:00:00,1991-02-01 09:00:00,132.8
1991-03-01 09:00:00,1991-03-01 09:00:00,192.8
1991-04-01 09:00:00,1991-04-01 09:00:00,29.0
1991-05-01 09:00:00,1991-05-01 09:00:00,1.1
1991-06-01 09:00:00,1991-06-01 09:00:00,24.8
1991-07-01 09:00:00,1991-07-01 09:00:00,39.3
1991-08-01 09:00:00,1991-08-01 09:00:00,16.0
1991-09-01 09:00:00,1991-09-01 09:00:00,59.0
1991-10-01 09:00:00,1991-10-01 09:00:00,72.5
1991-11-01 09:00:00,1991-11-01 09:00:00,86.1
1991-12-01 09:00:00,1991-12-01 09:00:00,56.8
1992-01-01 09:00:00,1992-01-01 09:00:00,56.3
1992-02-01 09:00:00,1992-02-01 09:00:00,37.2
1992-03-01 09:00:00,1992-03-01 09:00:00,54.0
1992-04-01 09:00:00,1992-04-01 09:00:00,85.5
1992-05-01 09:00:00,1992-05-01 09:00:00,74.0
1992-06-01 09:00:00,1992-06-01 09:00:00,28.6
1992-07-01 09:00:00,1992-07-01 09:00:00,0.8
1992-08-01 09:00:00,1992-08-01 09:00:00,51.2
1992-09-01 09:00:00,1992-09-01 09:00:00,28.3
1992-10-01 09:00:00,1992-10-01 09:00:00,106.4
1992-11-01 09:00:00,1992-11-01 09:00:00,46.1
1992-12-01 09:00:00,1992-12-01 09:00:00,134.8
1993-01-01 09:00:00,1993-01-01 09:00:00,40.1
1993-02-01 09:00:00,1993-02-01 09:00:00,16.6
1993-03-01 09:00:00,1993-03-01 09:00:00,15.5
1993-04-01 09:00:00,1993-04-01 09:00:00,115.2
1993-05-01 09:00:00,1993-05-01 09:00:00,143.5
1993-06-01 09:00:00,1993-06-01 09:00:00,52.1
1993-07-01 09:00:00,1993-07-01 09:00:00,6.5
1993-08-01 09:00:00,1993-08-01 09:00:00,0.0
1993-09-01 09:00:00,1993-09-01 09:00:00,160.6
1993-10-01 09:00:00,1993-10-01 09:00:00,238.1
1993-11-01 09:00:00,1993-11-01 09:00:00,139.8
1993-12-01 09:00:00,1993-12-01 09:00:00,34.4
1994-01-01 09:00:00,1994-01-01 09:00:00,166.9
1994-02-01 09:00:00,1994-02-01 09:00:00,151.6
1994-03-01 09:00:00,1994-03-01 09:00:00,4.1
1994-04-01 09:00:00,1994-04-01 09:00:00,48.6
1994-05-01 09:00:00,1994-05-01 09:00:00,239.6
1994-06-01 09:00:00,1994-06-01 09:00:00,2.7
1994-07-01 09:00:00,1994-07-01 09:00:00,6.0
1994-08-01 09:00:00,1994-08-01 09:00:00,17.8
1994-09-01 09:00:00,1994-09-01 09:00:00,13.3
1994-10-01 09:00:00,1994-10-01 09:00:00,128.5
1994-11-01 09:00:00,1994-11-01 09:00:00,93.4
1994-12-01 09:00:00,1994-12-01 09:00:00,66.3
1995-01-01 09:00:00,1995-01-01 09:00:00,170.8
1995-02-01 09:00:00,1995-02-01 09:00:00,158.8
1995-03-01 09:00:00,1995-03-01 09:00:00,22.5
1995-04-01 09:00:00,1995-04-01 09:00:00,28.5
1995-05-01 09:00:00,1995-05-01 09:00:00,54.8
1995-06-01 09:00:00,1995-06-01 09:00:00,60.6
1995-07-01 09:00:00,1995-07-01 09:00:00,31.3
1995-08-01 09:00:00,1995-08-01 09:00:00,0.1
1995-09-01 09:00:00,1995-09-01 09:00:00,72.3
1995-10-01 09:00:00,1995-10-01 09:00:00,77.8
1995-11-01 09:00:00,1995-11-01 09:00:00,182.3
1995-12-01 09:00:00,1995-12-01 09:00:00,360.2
1996-01-01 09:00:00,1996-01-01 09:00:00,420.9
1996-02-01 09:00:00,1996-02-01 09:00:00,118.8
1996-03-01 09:00:00,1996-03-01 09:00:00,75.8
1996-04-01 09:00:00,1996-04-01 09:00:00,70.7
1996-05-01 09:00:00,1996-05-01 09:00:00,161.3
1996-06-01 09:00:00,1996-06-01 09:00:00,13.5
1996-07-01 09:00:00,1996-07-01 09:00:00,3.8
1996-08-01 09:00:00,1996-08-01 09:00:00,11.7
1996-09-01 09:00:00,1996-09-01 09:00:00,64.9
1996-10-01 09:00:00,1996-10-01 09:00:00,42.6
1996-11-01 09:00:00,1996-11-01 09:00:00,122.4
1996-12-01 09:00:00,1996-12-01 09:00:00,283.1
1997-01-01 09:00:00,1997-01-01 09:00:00,177.3
1997-02-01 09:00:00,1997-02-01 09:00:00,11.6
1997-03-01 09:00:00,1997-03-01 09:00:00,0.0
1997-04-01 09:00:00,1997-04-01 09:00:00,39.4
1997-05-01 09:00:00,1997-05-01 09:00:00,129.2
1997-06-01 09:00:00,1997-06-01 09:00:00,49.0
1997-07-01 09:00:00,1997-07-01 09:00:00,37.5
1997-08-01 09:00:00,1997-08-01 09:00:00,60.7
1997-09-01 09:00:00,1997-09-01 09:00:00,27.4
1997-10-01 09:00:00,1997-10-01 09:00:00,
1997-11-01 09:00:00,1997-11-01 09:00:00,
1997-12-01 09:00:00,1997-12-01 09:00:00,
1998-01-01 09:00:00,1998-01-01 09:00:00,
1998-02-01 09:00:00,1998-02-01 09:00:00,
1998-03-01 09:00:00,1998-03-01 09:00:00,
1998-04-01 09:00:00,1998-04-01 09:00:00,
1998-05-01 09:00:00,1998-05-01 09:00:00,
1998-06-01 09:00:00,1998-06-01 09:00:00,
1998-07-01 09:00:00,1998-07-01 09:00:00,
1998-08-01 09:00:00,1998-08-01 09:00:00,
1998-09-01 09:00:00,1998-09-01 09:00:00,
1998-10-01 09:00:00,1998-10-01 09:00:00,
1998-11-01 09:00:00,1998-11-01 09:00:00,
1998-12-01 09:00:00,1998-12-01 09:00:00,
1999-01-01 09:00:00,1999-01-01 09:00:00,
1999-02-01 09:00:00,1999-02-01 09:00:00,
1999-03-01 09:00:00,1999-03-01 09:00:00,
1999-04-01 09:00:00,1999-04-01 09:00:00,
1999-05-01 09:00:00,1999-05-01 09:00:00,
1999-06-01 09:00:00,1999-06-01 09:00:00,
1999-07-01 09:00:00,1999-07-01 09:00:00,
1999-08-01 09:00:00,1999-08-01 09:00:00,
1999-09-01 09:00:00,1999-09-01 09:00:00,
1999-10-01 09:00:00,1999-10-01 09:00:00,
1999-11-01 09:00:00,1999-11-01 09:00:00,
1999-12-01 09:00:00,1999-12-01 09:00:00,
2000-01-01 09:00:00,2000-01-01 09:00:00,
2000-02-01 09:00:00,2000-02-01 09:00:00,
2000-03-01 09:00:00,2000-03-01 09:00:00,
2000-04-01 09:00:00,2000-04-01 09:00:00,
2000-05-01 09:00:00,2000-05-01 09:00:00,
2000-06-01 09:00:00,2000-06-01 09:00:00,
2000-07-01 09:00:00,2000-07-01 09:00:00,
2000-08-01 09:00:00,2000-08-01 09:00:00,
2000-09-01 09:00:00,2000-09-01 09:00:00,
2000-10-01 09:00:00,2000-10-01 09:00:00,
2000-11-01 09:00:00,2000-11-01 09:00:00,
2000-12-01 09:00:00,2000-12-01 09:00:00,
2001-01-01 09:00:00,2001-01-01 09:00:00,
2001-02-01 09:00:00,2001-02-01 09:00:00,
2001-03-01 09:00:00,2001-03-01 09:00:00,
2001-04-01 09:00:00,2001-04-01 09:00:00,
2001-05-01 09:00:00,2001-05-01 09:00:00,
2001-06-01 09:00:00,2001-06-01 09:00:00,
2001-07-01 09:00:00,2001-07-01 09:00:00,
2001-08-01 09:00:00,2001-08-01 09:00:00,
2001-09-01 09:00:00,2001-09-01 09:00:00,
2001-10-01 09:00:00,2001-10-01 09:00:00,
2001-11-01 09:00:00,2001-11-01 09:00:00,9.1
2001-12-01 09:00:00,2001-12-01 09:00:00,6.5
2002-01-01 09:00:00,2002-01-01 09:00:00,103.0
2002-02-01 09:00:00,2002-02-01 09:00:00,43.3
2002-03-01 09:00:00,2002-03-01 09:00:00,125.4
2002-04-01 09:00:00,2002-04-01 09:00:00,39.7
2002-05-01 09:00:00,2002-05-01 09:00:00,39.4
2002-06-01 09:00:00,2002-06-01 09:00:00,28.3
2002-07-01 09:00:00,2002-07-01 09:00:00,5.0
2002-08-01 09:00:00,2002-08-01 09:00:00,23.6
2002-09-01 09:00:00,2002-09-01 09:00:00,107.6
2002-10-01 09:00:00,2002-10-01 09:00:00,177.3
2002-11-01 09:00:00,2002-11-01 09:00:00,173.6
2002-12-01 09:00:00,2002-12-01 09:00:00,158.3
2003-01-01 09:00:00,2003-01-01 09:00:00,252.6
2003-02-01 09:00:00,2003-02-01 09:00:00,76.8
2003-03-01 09:00:00,2003-03-01 09:00:00,64.2
2003-04-01 09:00:00,2003-04-01 09:00:00,84.2
2003-05-01 09:00:00,2003-05-01 09:00:00,3.2
2003-06-01 09:00:00,2003-06-01 09:00:00,26.6
2003-07-01 09:00:00,2003-07-01 09:00:00,11.9
2003-08-01 09:00:00,2003-08-01 09:00:00,20.8
2003-09-01 09:00:00,2003-09-01 09:00:00,13.9
2003-10-01 09:00:00,2003-10-01 09:00:00,180.3
2003-11-01 09:00:00,2003-11-01 09:00:00,115.9
2003-12-01 09:00:00,2003-12-01 09:00:00,70.6
2004-01-01 09:00:00,2004-01-01 09:00:00,46.3
2004-02-01 09:00:00,2004-02-01 09:00:00,25.4
2004-03-01 09:00:00,2004-03-01 09:00:00,38.8
2004-04-01 09:00:00,2004-04-01 09:00:00,46.6
2004-05-01 09:00:00,2004-05-01 09:00:00,31.8
2004-06-01 09:00:00,2004-06-01 09:00:00,2.9
2004-07-01 09:00:00,2004-07-01 09:00:00,25.5
2004-08-01 09:00:00,2004-08-01 09:00:00,73.1
2004-09-01 09:00:00,2004-09-01 09:00:00,27.9
2004-10-01 09:00:00,2004-10-01 09:00:00,215.0
2004-11-01 09:00:00,2004-11-01 09:00:00,17.1
2004-12-01 09:00:00,2004-12-01 09:00:00,45.9
2005-01-01 09:00:00,2005-01-01 09:00:00,6.8
2005-02-01 09:00:00,2005-02-01 09:00:00,28.1
2005-03-01 09:00:00,2005-03-01 09:00:00,69.3
2005-04-01 09:00:00,2005-04-01 09:00:00,43.8
2005-05-01 09:00:00,2005-05-01 09:00:00,24.7
2005-06-01 09:00:00,2005-06-01 09:00:00,1.9
2005-07-01 09:00:00,2005-07-01 09:00:00,16.2
2005-08-01 09:00:00,2005-08-01 09:00:00,3.3
2005-09-01 09:00:00,2005-09-01 09:00:00,24.3
2005-10-01 09:00:00,2005-10-01 09:00:00,116.6
2005-11-01 09:00:00,2005-11-01 09:00:00,75.6
2005-12-01 09:00:00,2005-12-01 09:00:00,94.5
2006-01-01 09:00:00,2006-01-01 09:00:00,28.7
2006-02-01 09:00:00,2006-02-01 09:00:00,95.7
2006-03-01 09:00:00,2006-03-01 09:00:00,150.5
2006-04-01 09:00:00,2006-04-01 09:00:00,63.1
2006-05-01 09:00:00,2006-05-01 09:00:00,2.9
2006-06-01 09:00:00,2006-06-01 09:00:00,34.9
2006-07-01 09:00:00,2006-07-01 09:00:00,14.3
2006-08-01 09:00:00,2006-08-01 09:00:00,43.4
2006-09-01 09:00:00,2006-09-01 09:00:00,102.2
2006-10-01 09:00:00,2006-10-01 09:00:00,
2006-11-01 09:00:00,2006-11-01 09:00:00,
2006-12-01 09:00:00,2006-12-01 09:00:00,
2007-01-01 09:00:00,2007-01-01 09:00:00,14.7
2007-02-01 09:00:00,2007-02-01 09:00:00,143.9
2007-03-01 09:00:00,2007-03-01 09:00:00,35.4
2007-04-01 09:00:00,2007-04-01 09:00:00,45.0
2007-05-01 09:00:00,2007-05-01 09:00:00,70.8
2007-06-01 09:00:00,2007-06-01 09:00:00,94.4
2007-07-01 09:00:00,2007-07-01 09:00:00,13.3
2007-08-01 09:00:00,2007-08-01 09:00:00,30.6
2007-09-01 09:00:00,2007-09-01 09:00:00,13.2
2007-10-01 09:00:00,2007-10-01 09:00:00,33.4
2007-11-01 09:00:00,2007-11-01 09:00:00,
2007-12-01 09:00:00,2007-12-01 09:00:00,
2008-01-01 09:00:00,2008-01-01 09:00:00,
2008-02-01 09:00:00,2008-02-01 09:00:00,
2008-03-01 09:00:00,2008-03-01 09:00:00,
2008-04-01 09:00:00,2008-04-01 09:00:00,
2008-05-01 09:00:00,2008-05-01 09:00:00,
2008-06-01 09:00:00,2008-06-01 09:00:00,
2008-07-01 09:00:00,2008-07-01 09:00:00,
2008-08-01 09:00:00,2008-08-01 09:00:00,
2008-09-01 09:00:00,2008-09-01 09:00:00,
2008-10-01 09:00:00,2008-10-01 09:00:00,50.9
2008-11-01 09:00:00,2008-11-01 09:00:00,56.4
2008-12-01 09:00:00,2008-12-01 09:00:00,78.8
2009-01-01 09:00:00,2009-01-01 09:00:00,190.9
2009-02-01 09:00:00,2009-02-01 09:00:00,
2009-03-01 09:00:00,2009-03-01 09:00:00,
2009-04-01 09:00:00,2009-04-01 09:00:00,
2009-05-01 09:00:00,2009-05-01 09:00:00,
2009-06-01 09:00:00,2009-06-01 09:00:00,
2009-07-01 09:00:00,2009-07-01 09:00:00,22.1
2009-08-01 09:00:00,2009-08-01 09:00:00,
