date,rainfall,station
1966-08-01 09:00:00,2.0,920752656
1966-09-01 09:00:00,21.8,920752656
1966-10-01 09:00:00,53.6,920752656
1966-11-01 09:00:00,68.0,920752656
1966-12-01 09:00:00,12.2,920752656
1967-01-01 09:00:00,54.0,920752656
1967-02-01 09:00:00,83.6,920752656
1967-03-01 09:00:00,26.0,920752656
1967-04-01 09:00:00,40.2,920752656
1967-05-01 09:00:00,100.2,920752656
1967-06-01 09:00:00,28.4,920752656
1967-07-01 09:00:00,0.0,920752656
1967-08-01 09:00:00,0.2,920752656
1967-09-01 09:00:00,0.6,920752656
1967-10-01 09:00:00,220.2,920752656
1967-11-01 09:00:00,171.2,920752656
1967-12-01 09:00:00,11.2,920752656
1968-01-01 09:00:00,0.0,920752656
1968-02-01 09:00:00,183.8,920752656
1968-03-01 09:00:00,69.4,920752656
1968-04-01 09:00:00,35.8,920752656
1968-05-01 09:00:00,20.8,920752656
1930-01-01 09:00:00,188.6,920752658
1930-02-01 09:00:00,95.0,920752658
1930-03-01 09:00:00,144.6,920752658
1930-04-01 09:00:00,172.8,920752658
1930-05-01 09:00:00,13.6,920752658
1930-06-01 09:00:00,40.8,920752658
1930-07-01 09:00:00,25.2,920752658
1930-08-01 09:00:00,28.0,920752658
1930-09-01 09:00:00,112.6,920752658
1930-10-01 09:00:00,66.0,920752658
1930-11-01 09:00:00,39.4,920752658
1930-12-01 09:00:00,24.6,920752658
1931-01-01 09:00:00,111.6,920752658
1931-02-01 09:00:00,0.0,920752658
1931-03-01 09:00:00,172.4,920752658
1931-04-01 09:00:00,46.4,920752658
1931-05-01 09:00:00,76.8,920752658
1931-06-01 09:00:00,23.6,920752658
1931-07-01 09:00:00,14.2,920752658
1931-08-01 09:00:00,15.4,920752658
1931-09-01 09:00:00,6.8,920752658
1931-10-01 09:00:00,135.0,920752658
1931-11-01 09:00:00,207.8,920752658
1931-12-01 09:00:00,0.0,920752658
1932-01-01 09:00:00,79.4,920752658
1932-02-01 09:00:00,13.6,920752658
1932-03-01 09:00:00,107.2,920752658
1932-04-01 09:00:00,52.4,920752658
1932-05-01 09:00:00,42.2,920752658
1932-06-01 09:00:00,39.2,920752658
1932-07-01 09:00:00,15.8,920752658
1932-08-01 09:00:00,28.4,920752658
1932-09-01 09:00:00,99.0,920752658
1932-10-01 09:00:00,58.2,920752658
1932-11-01 09:00:00,55.6,920752658
1932-12-01 09:00:00,192.0,920752658
1933-01-01 09:00:00,127.8,920752658
1933-02-01 09:00:00,23.0,920752658
1933-03-01 09:00:00,132.4,920752658
1933-04-01 09:00:00,21.8,920752658
1933-05-01 09:00:00,43.0,920752658
1933-06-01 09:00:00,12.6,920752658
1933-07-01 09:00:00,18.4,920752658
1933-08-01 09:00:00,4.0,920752658
1933-09-01 09:00:00,20.6,920752658
1933-10-01 09:00:00,65.6,920752658
1933-11-01 09:00:00,61.2,920752658
1933-12-01 09:00:00,64.2,920752658
1934-01-01 09:00:00,48.0,920752658
1934-02-01 09:00:00,5.0,920752658
1934-03-01 09:00:00,175.2,920752658
1934-04-01 09:00:00,112.4,920752658
1934-05-01 09:00:00,28.0,920752658
1934-06-01 09:00:00,17.8,920752658
1934-07-01 09:00:00,10.0,920752658
1934-08-01 09:00:00,6.8,920752658
1934-09-01 09:00:00,5.4,920752658
1934-10-01 09:00:00,6.8,920752658
1934-11-01 09:00:00,62.8,920752658
1934-12-01 09:00:00,281.4,920752658
1935-01-01 09:00:00,0.0,920752658
1935-02-01 09:00:00,111.6,920752658
1935-03-01 09:00:00,39.4,920752658
1935-04-01 09:00:00,36.6,920752658
1935-05-01 09:00:00,128.2,920752658
1935-06-01 09:00:00,36.2,920752658
1935-07-01 09:00:00,5.2,920752658
1935-08-01 09:00:00,1.6,920752658
1935-09-01 09:00:00,1.8,920752658
1935-10-01 09:00:00,6.8,920752658
1935-11-01 09:00:00,154.4,920752658
1935-12-01 09:00:00,205.8,920752658
1936-01-01 09:00:00,369.4,920752658
1936-02-01 09:00:00,211.6,920752658
1936-03-01 09:00:00,289.4,920752658
1936-04-01 09:00:00,119.0,920752658
1936-05-01 09:00:00,73.0,920752658
1936-06-01 09:00:00,25.2,920752658
1936-07-01 09:00:00,19.0,920752658
1936-08-01 09:00:00,17.2,920752658
1936-09-01 09:00:00,3.2,920752658
1936-10-01 09:00:00,49.0,920752658
1936-11-01 09:00:00,66.2,920752658
1936-12-01 09:00:00,57.8,920752658
1937-01-01 09:00:00,347.2,920752658
1937-02-01 09:00:00,101.6,920752658
1937-03-01 09:00:00,242.2,920752658
1937-04-01 09:00:00,96.8,920752658
1937-05-01 09:00:00,21.6,920752658
1937-06-01 09:00:00,24.0,920752658
1937-07-01 09:00:00,1.6,920752658
1937-08-01 09:00:00,0.0,920752658
1937-09-01 09:00:00,51.0,920752658
1937-10-01 09:00:00,124.2,920752658
1937-11-01 09:00:00,207.6,920752658
1937-12-01 09:00:00,129.8,920752658
1938-01-01 09:00:00,63.2,920752658
1938-02-01 09:00:00,19.8,920752658
1938-03-01 09:00:00,28.4,920752658
1938-04-01 09:00:00,32.2,920752658
1938-05-01 09:00:00,37.0,920752658
1938-06-01 09:00:00,1.6,920752658
1938-07-01 09:00:00,16.2,920752658
1938-08-01 09:00:00,0.0,920752658
1938-09-01 09:00:00,26.8,920752658
1938-10-01 09:00:00,24.6,920752658
1938-11-01 09:00:00,41.6,920752658
1938-12-01 09:00:00,124.2,920752658
1939-01-01 09:00:00,313.2,920752658
1939-02-01 09:00:00,56.2,920752658
1939-03-01 09:00:00,28.4,920752658
1939-04-01 09:00:00,109.6,920752658
1939-05-01 09:00:00,36.2,920752658
1939-06-01 09:00:00,85.2,920752658
1939-07-01 09:00:00,2.6,920752658
1939-08-01 09:00:00,10.4,920752658
1939-09-01 09:00:00,73.4,920752658
1939-10-01 09:00:00,149.0,920752658
1939-11-01 09:00:00,58.7,920752658
1939-12-01 09:00:00,80.7,920752658
1940-01-01 09:00:00,174.7,920752658
1940-02-01 09:00:00,239.5,920752658
1940-03-01 09:00:00,119.2,920752658
1940-04-01 09:00:00,69.3,920752658
1940-05-01 09:00:00,50.5,920752658
1940-06-01 09:00:00,25.5,920752658
1940-07-01 09:00:00,1.4,920752658
1940-08-01 09:00:00,0.0,920752658
1940-09-01 09:00:00,25.7,920752658
1940-10-01 09:00:00,100.5,920752658
1940-11-01 09:00:00,161.0,920752658
1940-12-01 09:00:00,42.3,920752658
1941-01-01 09:00:00,316.2,920752658
1941-02-01 09:00:00,217.1,920752658
1941-03-01 09:00:00,143.1,920752658
1941-04-01 09:00:00,154.5,920752658
1941-05-01 09:00:00,109.8,920752658
1941-06-01 09:00:00,37.8,920752658
1941-07-01 09:00:00,40.6,920752658
1941-08-01 09:00:00,6.8,920752658
1941-09-01 09:00:00,10.0,920752658
1941-10-01 09:00:00,0.0,920752658
1941-11-01 09:00:00,169.9,920752658
1941-12-01 09:00:00,1.8,920752658
1942-01-01 09:00:00,32.6,920752658
1942-02-01 09:00:00,24.6,920752658
1942-03-01 09:00:00,163.5,920752658
1942-04-01 09:00:00,88.9,920752658
1942-05-01 09:00:00,79.1,920752658
1942-06-01 09:00:00,23.8,920752658
1942-07-01 09:00:00,0.0,920752658
1942-08-01 09:00:00,6.2,920752658
1942-09-01 09:00:00,43.8,920752658
1942-10-01 09:00:00,86.0,920752658
1942-11-01 09:00:00,36.2,920752658
1942-12-01 09:00:00,181.3,920752658
1943-01-01 09:00:00,275.4,920752658
1943-02-01 09:00:00,47.6,920752658
1943-03-01 09:00:00,111.4,920752658
1943-04-01 09:00:00,62.0,920752658
1943-05-01 09:00:00,6.5,920752658
1943-06-01 09:00:00,11.8,920752658
1943-07-01 09:00:00,34.5,920752658
1943-08-01 09:00:00,5.4,920752658
1943-09-01 09:00:00,143.6,920752658
1943-10-01 09:00:00,214.1,920752658
1943-11-01 09:00:00,15.1,920752658
1943-12-01 09:00:00,70.6,920752658
1944-01-01 09:00:00,8.8,920752658
1944-02-01 09:00:00,16.2,920752658
1944-03-01 09:00:00,40.1,920752658
1944-04-01 09:00:00,109.8,920752658
1944-05-01 09:00:00,46.3,920752658
1944-06-01 09:00:00,13.1,920752658
1944-07-01 09:00:00,26.4,920752658
1944-08-01 09:00:00,40.9,920752658
1944-09-01 09:00:00,57.6,920752658
1944-10-01 09:00:00,30.1,920752658
1944-11-01 09:00:00,50.5,920752658
1944-12-01 09:00:00,60.4,920752658
1945-01-01 09:00:00,72.8,920752658
1945-02-01 09:00:00,8.7,920752658
1945-03-01 09:00:00,16.3,920752658
1945-04-01 09:00:00,31.3,920752658
1945-05-01 09:00:00,41.2,920752658
1945-06-01 09:00:00,25.6,920752658
1945-07-01 09:00:00,2.2,920752658
1945-08-01 09:00:00,8.3,920752658
1945-09-01 09:00:00,0.0,920752658
1945-10-01 09:00:00,51.4,920752658
1945-11-01 09:00:00,75.1,920752658
1945-12-01 09:00:00,287.1,920752658
1946-01-01 09:00:00,27.4,920752658
1946-02-01 09:00:00,44.6,920752658
1946-03-01 09:00:00,143.5,920752658
1946-04-01 09:00:00,101.4,920752658
1946-05-01 09:00:00,126.1,920752658
1946-06-01 09:00:00,34.4,920752658
1946-07-01 09:00:00,0.0,920752658
1946-08-01 09:00:00,2.4,920752658
1946-09-01 09:00:00,24.8,920752658
1946-10-01 09:00:00,51.8,920752658
1946-11-01 09:00:00,61.6,920752658
